pr01,pr02,pr03r,pr04r,pr05,pr06,pr07,pr08,pr09,pr10,au01,au02,co01,co02,co03,co04,co05,co06,co07r,co08,co09,co10,au03,au04,au05,ut01,ut02,ut03r,ut04,ut05,ut06,ut07,ut08,ut09,ut10r,ut11,ut12,au06,au07,fa01,fa02r,fa03,fa04,fa05,fa06,fa07r,fa08r,fa09r,fa10,au08,au09,au10,de01,de02,de03,de04r,de05,de06,de07,de08,de09r,de10,de11r,au11,au12,un01,un02,un03,un04,un05,un06r,un07,un08,un09,un10,un11,un12,au13,au14,au15,gt01,gt02,gt03,gt04,gt05,gt06,socnet,vk,fb,tw,in,tt,yt,freqvk,freqfb,freqtw,freqin,freqtt,freqyt,expvk,expfb,exptw,expin,exptt,expyt,dighelp,siri,alice,salut,oleg,alex,mia,mts,ggle,oth,oth_text,expsiri,expalice,expsalut,expoleg,expalex,expmia,expmts,expggle,expoth,expoth_text,selfdrcar,selfdrexp,selfdrsafe,eduai,eduaiexp,age,sex,edulvl1,spec1,edu2,edulvl2,spec2,jobfield,jobpos,city,id
2,3,3,3,2,2,2,3,2,2,0,4,3,3,2,2,3,3,3,3,3,2,3,1,2,3,3,2,3,3,3,3,3,3,2,2,3,5,3,2,3,2,1,2,2,3,3,2,3,1,5,3,3,2,2,3,3,2,2,2,2,2,3,5,0,1,2,3,1,1,4,1,1,4,2,1,1,1,4,2,2,2,3,2,2,3,1,1,0,0,1,1,1,3,-2,-2,1,1,1,4,-2,-2,3,3,3,1,0,1,0,0,0,0,1,0,0,-2,-2,4,-2,-2,-2,-2,4,-2,-2,-2,0,-2,-2,0,-2,47,f,specialist,Педагогическое,0,-2,-2,Рабочий на заводе,Рабочий,Усть-катав,75akBZ2cCk
2,2,3,3,1,3,2,2,2,1,0,4,1,1,2,2,1,2,2,2,1,2,3,1,2,2,2,2,3,1,3,2,1,2,4,2,3,5,3,2,3,1,1,2,1,3,3,3,2,1,5,3,1,1,2,3,2,1,1,3,3,1,3,5,0,3,3,4,2,3,2,3,3,2,2,3,3,1,4,2,1,2,3,2,1,1,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,3,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,45,f,school,бухгалтер,0,-2,-2,бухгалтерский учет,бухгалтер,Братск,mSkU22T9Di
3,5,2,3,3,5,4,4,5,3,0,4,3,4,4,5,3,4,5,2,2,3,3,1,2,5,5,1,2,3,5,5,4,4,3,4,3,5,3,4,5,1,2,3,4,3,4,1,3,1,5,3,4,2,4,4,5,2,5,2,0,1,1,5,0,4,5,5,3,5,2,4,5,2,5,5,5,1,4,2,2,1,3,4,3,2,1,1,1,1,1,0,1,3,1,0,3,-2,1,4,3,2,5,-2,3,1,1,1,1,0,0,0,0,0,0,-2,2,5,4,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,5,23,f,bachelor,Информатика и ИКТ,0,-2,-2,Банковское дело,Специалист экспертной поддержки,Воронеж,luMqgVYh7U
3,4,1,1,4,4,4,4,3,4,0,4,3,4,4,4,3,3,4,2,2,2,3,1,2,4,4,0,4,3,4,3,4,5,4,4,4,5,3,4,1,0,1,4,4,2,1,1,5,1,5,3,3,2,4,4,4,4,4,4,1,4,1,5,0,3,2,3,2,2,4,2,3,2,2,2,3,1,4,2,2,3,3,3,3,3,1,1,0,1,1,1,1,3,-2,3,3,3,3,0,-2,3,3,3,3,1,0,1,0,0,0,0,0,1,0,-2,-2,3,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,30,m,specialist,PR,0,-2,-2,Продажи,Менеджер,Казань,5cKoJg26PJ
2,2,3,3,2,2,2,2,2,2,0,4,3,2,2,3,2,3,3,2,3,3,3,1,2,3,3,2,2,4,3,3,3,2,2,2,2,5,3,2,3,1,1,2,2,3,3,3,2,1,5,3,3,1,2,2,5,1,2,3,0,1,4,5,0,1,1,3,1,1,3,1,1,1,1,1,1,1,4,2,1,2,2,2,1,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,48,f,bachelor,пед,0,-2,-2,нефте добыча,специалист,сургут,1K9AZYhfrl
3,4,2,1,5,4,2,3,4,2,0,4,3,3,4,3,2,1,3,1,2,1,3,1,2,4,4,1,5,2,3,2,4,5,4,4,4,5,3,4,1,0,1,4,4,1,1,1,5,1,5,3,3,2,2,5,4,3,3,3,1,2,2,5,0,3,2,3,3,3,3,2,3,2,2,3,2,1,4,2,1,1,2,3,2,2,1,1,0,0,1,0,1,3,-2,-2,3,-2,2,2,-2,-2,3,-2,3,1,0,1,1,0,0,0,0,0,0,-2,-2,4,4,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,41,f,college,Металловедение и термическая обработка металлов,0,-2,-2,Металлургия,Контролёр ОТК,Череповец,URtGYUHBPt
3,4,2,2,4,4,3,4,3,2,0,4,2,2,3,4,2,2,4,1,2,1,3,1,2,3,3,2,4,4,4,3,4,4,4,4,4,5,3,3,2,2,1,3,0,3,2,2,3,1,5,3,2,3,3,3,4,4,4,3,1,4,4,5,0,4,2,4,2,3,2,1,4,4,3,1,4,1,4,2,3,3,2,3,1,3,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,0,-2,-2,-2,-2,4,1,0,1,1,1,0,0,0,0,0,-2,-2,4,1,3,-2,-2,-2,-2,-2,-2,1,3,2,1,3,20,m,bachelor,Маркетинг (Только начал обучение,0,-2,-2,-,-,Стерлитамак,BKKAeKX6i4
3,1,1,1,1,4,4,4,4,1,0,4,3,1,4,5,1,2,3,1,1,3,3,1,2,5,5,1,1,4,4,5,4,4,4,1,5,5,3,4,1,1,1,4,1,4,2,3,4,1,5,3,3,1,3,4,5,0,3,4,0,1,4,5,0,4,2,4,1,3,4,2,4,2,2,2,3,1,4,2,1,1,1,3,3,1,1,1,1,0,1,0,1,3,0,-2,2,-2,2,4,3,-2,4,-2,4,1,0,1,1,1,0,1,0,1,0,-2,-2,3,3,3,-2,3,-2,3,-2,-2,0,-2,-2,1,3,37,f,specialist,педагог,0,-2,-2,торговля,товаровед,таганрог,9mPIK2zsgc
2,2,5,5,0,4,0,2,2,4,0,4,0,2,1,5,0,0,5,3,1,3,3,1,2,5,5,2,5,5,2,2,2,2,1,1,2,5,3,0,3,0,0,1,0,5,3,5,1,1,5,3,0,1,0,3,5,1,1,1,1,0,5,5,1,3,0,4,0,3,4,3,3,3,3,3,4,1,4,2,1,0,0,0,1,0,1,1,1,0,1,0,1,2,2,-2,2,-2,3,1,0,-2,3,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,43,m,master,Зооинженер,0,-2,-2,Самозанятый,Самозанятый,Чебоксары,D7GV7o71AX
4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,0,3,4,4,4,4,4,4,4,4,4,4,1,5,3,4,4,4,4,4,4,4,4,4,4,4,5,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,1,1,1,1,2,2,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,f,college,повар-технолог,0,-2,-2,общепит,повар-технолог,Соликамск,GuO0GwvmJN
4,1,3,2,1,4,3,3,2,3,0,4,2,3,3,3,2,3,5,1,3,3,3,1,2,5,4,1,1,2,4,4,4,5,2,4,4,5,3,2,2,1,1,3,2,3,2,3,2,1,5,3,3,3,3,3,5,2,3,2,0,2,1,5,0,3,3,4,2,4,3,1,4,3,1,3,3,1,4,2,1,1,1,0,2,2,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,4,-2,-2,4,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,35,f,school,оператор,0,-2,-2,медицина,оператор,саратов,xc1KEfeytQ
2,2,2,2,3,3,0,3,0,3,0,4,3,3,4,5,3,4,5,3,3,3,3,1,2,5,5,2,5,3,5,3,3,5,2,5,3,5,3,0,5,0,0,0,1,3,4,5,0,1,5,3,1,2,1,5,5,3,3,2,0,1,2,5,0,5,3,5,3,4,2,3,5,4,4,5,5,1,4,2,0,1,1,1,2,2,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,5,1,1,1,0,0,0,0,0,0,0,-2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,m,specialist,Учитель права,0,-2,-2,Пивной блогер,Блогер,Новосибирск,E2ms2EqAFX
3,3,0,2,4,4,3,4,4,3,0,4,3,3,4,4,4,4,4,2,3,3,3,1,2,5,5,2,4,4,4,4,4,4,3,4,4,5,3,3,3,1,2,3,4,3,3,3,3,1,5,3,4,4,3,5,5,4,4,4,0,4,1,5,0,4,4,4,3,4,1,3,4,4,4,3,4,1,4,2,1,1,1,1,0,3,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,5,-2,-2,5,-2,-2,1,1,1,1,0,0,0,0,0,0,-2,3,4,4,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,4,34,m,specialist,Юриспруденция,0,-2,-2,Юридическая сфера,ведущий юрисконсульт,Тюмень,0maEmGpULZ
3,2,2,2,2,4,3,3,4,2,0,4,2,3,3,3,2,2,4,2,2,3,3,1,2,4,4,2,3,3,4,3,4,4,4,2,3,5,3,2,4,1,1,1,3,5,4,4,2,1,5,3,3,3,3,4,2,2,3,3,3,3,2,5,0,2,1,3,1,2,3,2,1,1,1,2,2,1,4,2,1,3,2,3,2,3,1,1,1,1,1,0,0,3,3,2,0,-2,-2,4,5,3,2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,f,specialist,филология,0,-2,-2,-,-,Самара,Txow5rWPy0
3,3,2,2,4,3,3,3,2,2,0,4,3,2,4,4,2,3,1,1,1,4,2,1,2,4,3,1,4,4,3,3,3,4,3,4,3,5,3,4,1,2,1,4,3,3,1,1,4,1,5,3,3,1,3,3,4,4,3,2,1,3,2,5,0,3,2,1,1,3,4,1,4,1,2,1,3,1,4,2,1,1,1,2,1,1,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,3,-2,-2,-2,-2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,25,m,college,повар,0,-2,-2,-,-,Севастополь,gLotlhxoAG
4,3,2,2,3,4,2,4,3,3,0,4,1,1,4,4,1,1,4,2,1,1,3,1,2,5,4,1,3,4,3,1,4,4,4,4,4,5,3,1,3,1,1,1,2,3,3,4,4,1,5,3,1,0,1,4,4,3,3,1,1,1,4,5,0,3,2,3,3,3,4,2,2,2,2,2,2,1,4,2,3,3,3,3,1,3,1,1,0,0,0,0,0,0,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,43,m,college,технолог,0,-2,-2,-,-,Спб,4FNyYiB2m7
5,5,0,3,5,5,5,5,5,5,0,4,1,3,3,5,1,2,0,0,1,0,3,1,2,3,3,1,4,2,4,3,5,3,4,2,5,5,3,1,5,2,1,1,3,3,4,3,1,1,5,3,4,3,5,5,4,3,4,5,1,3,2,5,0,5,3,3,3,4,4,2,5,2,1,2,4,1,4,2,3,3,1,2,2,3,1,1,0,0,0,1,1,3,-2,-2,-2,3,3,3,-2,-2,-2,2,5,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,31,m,master,Инженер,0,-2,-2,-,-,Москва,RSYTt2xWz8
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,4,5,5,5,5,2,5,4,5,3,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,5,5,0,5,1,1,1,1,5,0,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,1,3,1,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,5,-2,-2,5,-2,-2,1,0,1,1,0,0,0,0,0,0,-2,-2,5,5,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,18,f,school,школа 11 классов,0,-2,-2,-,-,волжский,ANYQgWhzlF
3,4,1,2,3,4,3,3,4,2,0,4,3,3,4,4,4,3,3,4,3,4,3,1,2,4,4,1,4,3,4,3,3,3,4,3,3,5,3,2,2,2,1,3,3,3,2,3,4,1,5,3,3,2,2,4,3,2,4,3,1,2,3,5,0,2,1,2,1,2,4,2,3,1,1,1,3,1,4,2,2,2,2,3,3,2,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,4,-2,-2,4,-2,-2,1,0,1,1,0,0,0,0,1,0,-2,-2,4,3,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,43,f,specialist,психолог,0,-2,-2,здравоохранение,специалист по продажам,Красноусольский,EhekF0aOMg
2,3,3,2,1,3,1,2,3,2,0,4,3,4,3,3,2,2,3,3,2,3,3,1,2,2,2,4,2,2,2,1,3,2,4,1,3,5,3,1,3,1,1,1,2,4,3,3,1,1,5,3,2,1,2,3,2,0,2,1,4,1,4,5,0,2,2,2,2,2,4,2,2,2,2,2,2,1,4,2,1,3,3,1,2,3,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,33,f,school,юриспруденция,0,-2,-2,-,-,кемерово,GAYofWzaql
2,3,3,2,2,2,1,2,3,2,0,4,2,2,3,4,2,3,4,2,2,3,2,1,2,3,2,2,2,3,2,2,3,3,3,2,2,5,3,2,3,2,1,2,2,4,4,3,1,1,5,3,2,0,2,3,2,1,2,2,3,0,3,5,0,1,1,2,1,1,4,1,2,2,1,2,1,1,4,2,1,2,2,1,3,2,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,3,-2,-2,3,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,3,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,26,f,master,история,0,-2,-2,культура,главный хранитель фондов,Выборг,koFGsWn4c9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-2,2,-2,2,-2,-2,-2,3,-2,3,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,46,m,specialist,Техника и физика низких температур,0,-2,-2,недвижимость,Агент,Астрахань,GbVZHHgTMU
2,3,2,3,4,3,3,3,2,4,0,4,1,1,3,4,1,0,1,1,0,0,3,1,2,5,5,0,5,5,4,4,2,1,1,5,5,5,3,1,3,4,1,2,1,2,0,3,2,1,5,3,3,2,2,4,4,4,1,4,1,3,1,5,0,5,3,2,4,3,1,1,5,1,2,5,5,1,4,2,0,0,1,3,1,2,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,1,-2,-2,5,-2,1,1,0,1,1,0,0,0,0,1,0,-2,-2,4,3,-2,-2,-2,-2,3,-2,-2,0,-2,-2,1,2,23,m,college,технолог поп,0,-2,-2,-,-,Казань,3iQ7cjWIm6
3,3,3,2,2,3,2,3,3,2,0,4,2,2,1,3,2,3,2,1,3,3,3,1,2,3,3,2,2,2,3,2,3,3,3,2,3,5,3,2,4,2,2,2,2,3,4,4,3,1,5,3,2,2,2,2,3,2,3,3,2,3,3,5,0,3,2,3,2,2,2,2,2,2,2,2,2,1,4,2,1,3,3,2,2,2,1,0,1,0,1,0,0,-2,0,-2,3,-2,-2,-2,2,-2,5,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,35,f,specialist,История,0,-2,-2,Банк,Специалист,Саратов,beV6gEaPiL
2,3,3,2,2,2,3,2,3,2,0,4,3,3,3,2,2,3,3,3,3,3,2,1,2,4,4,1,4,4,2,3,4,3,4,1,3,5,3,1,4,2,3,1,2,3,3,3,2,1,5,3,2,2,3,2,2,2,2,2,2,3,3,5,0,4,4,4,4,4,0,4,5,4,3,4,4,1,4,2,3,3,3,3,3,3,1,1,0,0,0,0,1,2,-2,-2,-2,-2,3,4,-2,-2,-2,-2,1,1,0,1,0,0,0,0,0,1,0,-2,-2,3,-2,-2,-2,-2,-2,4,-2,-2,0,-2,-2,0,-2,28,m,school,Нет специальности,0,-2,-2,ORM/SMM,ORM/SMM manager,Санкт-Петербург,xvdk1i52gn
3,3,2,1,1,3,1,3,4,3,0,4,2,2,3,4,2,1,4,2,2,1,3,1,2,3,4,0,3,2,3,5,5,1,1,2,3,5,3,2,4,2,0,2,3,2,4,4,3,1,5,3,3,0,0,4,5,2,2,3,0,0,2,5,0,3,2,4,3,3,3,0,4,2,1,3,2,1,4,2,1,1,1,2,3,1,1,1,0,1,0,0,0,3,-2,3,-2,-2,-2,3,-2,4,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,38,m,college,Рыбмастер,0,-2,-2,Рыболовство,Мастер добычи,Мурманск,fV4N2zC4mR
1,2,2,2,2,2,3,3,1,2,0,4,1,1,2,1,1,1,2,2,1,2,3,1,2,4,3,3,3,2,3,4,4,3,2,3,3,5,3,3,2,2,1,1,2,1,2,3,2,1,5,3,1,2,3,2,2,2,2,1,2,2,1,5,0,3,3,3,3,2,4,2,3,4,3,3,3,1,4,2,2,2,2,1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,m,postgrad,экономист,0,-2,-2,-,-,Ростов-на-Дону,vvkJsLuJxS
2,3,2,0,1,3,2,3,0,3,0,4,3,2,3,3,4,3,4,3,3,3,3,1,2,4,4,1,4,4,2,2,0,4,3,2,3,5,3,0,5,2,0,2,1,2,5,5,0,1,5,3,0,1,1,3,5,1,3,2,0,2,5,5,0,2,2,5,3,2,4,1,2,3,1,2,3,1,4,2,1,1,0,1,0,2,1,1,1,0,1,0,1,3,0,-2,3,-2,3,0,3,-2,2,-2,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,29,f,bachelor,учитель истории,1,master,дефектология,3-печать,техник,Краснодар,IU57hQRjrY
4,4,0,2,1,3,3,3,3,3,0,4,3,2,4,5,2,1,4,1,3,1,3,1,2,5,5,0,5,5,3,5,5,4,3,2,5,5,3,4,2,1,2,3,2,1,2,3,4,1,5,3,3,3,4,4,4,1,3,3,1,2,0,5,0,3,2,4,1,4,4,2,3,1,2,1,2,1,4,2,3,3,3,1,4,1,1,1,0,0,1,0,1,3,-2,-2,2,-2,2,5,-2,-2,3,-2,5,1,1,1,0,0,0,0,0,0,0,-2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,41,f,specialist,Экономист,0,-2,-2,Экономика,Специалист,Санкт-Петербург,YZhJwKfDWQ
3,4,2,1,3,4,3,3,3,3,0,4,3,4,2,4,3,3,5,3,2,4,3,1,2,5,4,2,3,5,4,3,4,5,3,2,4,5,3,1,4,1,1,2,1,2,3,3,3,1,5,3,3,2,3,4,5,4,4,3,0,2,4,5,0,3,3,4,3,4,2,3,4,1,3,3,4,1,4,2,3,3,3,3,2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,1,0,0,0,0,1,0,-2,-2,3,3,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,33,m,school,Слесарь мср,0,-2,-2,Производство,Слесарь мср,Барнаул,XdLby6vUTB
3,2,1,3,2,3,3,3,3,3,0,4,2,3,3,4,2,3,3,2,2,2,3,1,2,3,4,1,3,3,2,4,3,3,3,3,3,5,3,3,3,1,1,3,3,2,4,2,2,1,5,3,3,1,2,3,3,3,2,3,1,2,2,5,0,3,2,3,2,3,3,3,3,2,3,3,3,1,4,2,3,2,3,2,3,2,1,1,1,1,1,0,1,3,3,2,2,-2,2,3,3,3,3,-2,3,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,59,m,college,Артист,0,-2,-2,Музыкальное образование,Педагог,Кисловодск,dyTvYdCDJ8
2,3,2,1,2,4,3,3,3,1,0,4,1,1,3,3,0,3,5,0,0,3,3,1,2,4,2,1,2,2,4,3,3,3,3,2,2,5,3,1,5,1,1,1,1,4,4,5,5,1,5,3,2,2,2,3,4,2,4,2,1,1,4,5,5,4,4,4,4,4,2,2,4,4,3,3,4,1,4,3,2,1,3,3,1,3,1,1,1,0,1,1,1,2,0,-2,1,3,3,2,2,-2,3,4,5,1,1,1,1,0,0,0,0,1,0,-2,3,3,3,-2,-2,-2,-2,3,-2,-2,0,-2,-2,1,3,23,m,college,Архитектор,0,-2,-2,IT,СОЦИАЛЬНАЯ ИНЖЕНЕРИЯ,Москва,Er2eYMpCxb
2,2,2,2,1,4,2,2,2,3,0,4,2,2,2,2,2,2,3,2,2,2,3,1,2,4,3,3,3,2,3,1,2,2,5,1,1,5,3,3,4,1,0,0,0,4,3,3,1,1,5,3,1,1,0,3,4,1,3,2,3,2,4,5,0,3,1,3,2,1,2,2,2,2,1,1,2,1,4,2,1,2,3,3,2,1,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,3,-2,-2,4,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,f,specialist,Психология,0,-2,-2,не работаю,нет,Москва,rnVlZTIPxR
3,4,1,0,2,4,3,4,4,3,0,4,3,2,4,4,2,2,2,1,2,2,3,1,2,4,3,1,3,3,4,2,4,4,3,2,4,5,3,1,4,1,2,1,3,3,4,4,1,1,5,3,4,2,3,5,5,2,3,3,0,2,4,5,0,4,3,2,3,4,1,4,4,3,3,4,3,1,4,2,2,3,2,3,3,3,1,1,1,0,1,0,1,3,2,-2,3,-2,1,4,3,-2,4,-2,3,1,0,1,1,0,0,0,0,0,0,-2,-2,3,2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,4,40,m,specialist,Сервис и техническая эксплуатация транспортных и технологических машин.,0,-2,-2,Экологическое проектирование,Инженер,Екатеринбург,17XN2GOE6F
4,4,2,2,4,4,4,4,4,4,0,4,4,3,3,4,3,3,4,2,3,3,3,1,2,5,4,2,4,3,4,5,4,3,2,3,3,5,3,2,3,2,3,2,4,4,4,3,3,1,5,3,3,4,3,3,5,3,4,4,2,4,2,5,0,2,4,4,3,4,2,2,4,3,3,3,4,1,4,2,2,2,2,1,1,1,1,1,1,0,1,0,1,3,1,-2,3,-2,3,5,3,-2,5,-2,5,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,f,specialist,Экономист,0,-2,-2,Фриланс,самозанятая,Далматово,W1RnB5KtU0
4,4,1,1,4,3,4,4,4,4,0,4,2,3,4,4,1,2,4,1,1,3,3,1,2,4,5,1,4,4,4,5,5,5,1,4,4,5,3,4,4,1,1,3,3,2,3,3,2,1,5,3,3,2,2,4,4,3,3,4,1,4,2,5,0,3,3,3,3,3,3,1,2,2,1,3,2,1,4,2,2,3,2,3,2,3,1,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,4,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,51,m,specialist,эколог,0,-2,-2,-,-,Ульяновск,iEtOLmjjbt
5,4,0,1,4,5,5,4,3,5,0,4,5,3,4,5,4,4,3,1,5,4,3,1,2,5,5,0,4,4,5,4,5,3,3,3,5,5,3,4,2,1,1,5,5,2,2,1,4,1,5,3,4,3,2,3,5,4,4,3,0,4,1,5,0,3,1,2,1,3,4,1,1,1,1,1,4,1,4,2,1,1,3,3,1,2,1,0,1,0,1,0,0,-2,3,-2,3,-2,-2,-2,3,-2,3,-2,-2,1,1,1,0,1,0,0,0,1,0,-2,4,4,-2,4,-2,-2,-2,5,-2,-2,0,-2,-2,0,-2,42,m,bachelor,менеджмент,0,-2,-2,-,-,Саратов,kbhIFRe0V7
4,4,2,1,3,3,2,4,4,4,0,4,3,4,4,5,3,3,3,2,4,4,3,1,2,5,5,0,4,4,3,5,4,3,2,3,3,5,3,2,3,1,2,2,3,2,3,3,3,1,5,3,3,2,3,4,5,4,4,4,0,2,1,5,0,4,3,4,3,4,1,3,4,3,3,3,4,1,4,2,3,3,2,2,2,3,1,0,1,0,0,0,0,-2,3,-2,-2,-2,-2,-2,4,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,59,m,specialist,строительство,0,-2,-2,проектирование,главный специалист,Краснодар,GG8EUisetL
1,4,4,1,1,1,1,1,1,3,0,4,2,2,4,4,2,1,4,2,2,2,3,1,2,5,5,1,4,4,3,3,2,2,5,2,4,5,3,1,4,2,1,1,1,4,1,4,1,1,5,3,1,1,2,1,0,1,2,4,0,2,4,5,0,3,4,4,2,3,2,3,3,3,2,3,3,1,4,2,1,1,1,2,2,3,1,1,1,0,1,0,0,2,2,-2,2,-2,-2,1,1,-2,1,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,m,master,Инженер,1,master,Экономист,Продажи,Менеджер,Москва,k86FUDuJ1f
2,0,1,1,1,3,4,1,2,1,0,4,1,2,2,3,2,3,4,1,3,1,3,1,2,2,2,1,2,2,1,2,2,3,1,2,1,5,3,2,1,2,2,1,1,1,3,2,3,1,5,3,4,2,2,1,1,1,2,1,2,3,2,5,0,3,3,4,1,3,2,2,4,4,2,3,1,1,4,2,3,3,3,3,3,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,m,postgrad,экономист,0,-2,-2,-,-,Ростов-на-Дону,dWW5OFeDvC
