pr01,pr02,pr03r,pr04r,pr05,pr06,pr07,pr08,pr09,pr10,au01,au02,co01,co02,co03,co04,co05,co06,co07r,co08,co09,co10,au03,au04,au05,ut01,ut02,ut03r,ut04,ut05,ut06,ut07,ut08,ut09,ut10r,ut11,ut12,au06,au07,fa01,fa02r,fa03,fa04,fa05,fa06,fa07r,fa08r,fa09r,fa10,au08,au09,au10,de01,de02,de03,de04r,de05,de06,de07,de08,de09r,de10,de11r,au11,au12,un01,un02,un03,un04,un05,un06r,un07,un08,un09,un10,un11,un12,au13,au14,au15,gt01,gt02,gt03,gt04,gt05,gt06,socnet,vk,fb,tw,in,tt,yt,freqvk,freqfb,freqtw,freqin,freqtt,freqyt,expvk,expfb,exptw,expin,exptt,expyt,dighelp,siri,alice,salut,oleg,alex,mia,mts,ggle,oth,oth_text,expsiri,expalice,expsalut,expoleg,expalex,expmia,expmts,expggle,expoth,expoth_text,selfdrcar,selfdrexp,selfdrsafe,eduai,eduaiexp,age,sex,edulvl1,spec1,edu2,edulvl2,spec2,jobfield,jobpos,city,id
3,3,3,3,3,3,3,3,3,3,0,4,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,5,0,3,3,3,3,3,1,3,3,3,3,3,3,1,4,2,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,36,f,specialist,Экономист,0,-2,-2,Строительство,Руководитель,Красногорск,yJsQQBfQez
3,3,2,1,2,3,1,3,3,1,0,4,3,1,3,4,2,3,3,2,2,2,3,1,2,5,5,0,4,5,3,3,3,4,3,3,3,5,3,3,3,0,0,3,3,3,3,3,3,1,5,3,2,1,1,3,3,2,2,3,3,2,3,5,0,2,2,2,3,3,4,2,3,2,1,2,3,1,4,2,2,2,2,2,1,3,1,0,1,0,0,0,1,-2,3,-2,-2,-2,3,-2,3,-2,-2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,52,f,specialist,промышленный дизайн,0,-2,-2,дизайн интерьеров,проектировщик,Ижевск,ngRp7Q06pB
4,3,1,1,2,1,3,3,3,3,0,4,4,1,4,4,1,1,3,1,1,2,3,1,2,4,4,1,3,4,4,4,5,3,1,3,1,5,3,4,2,1,1,3,3,2,1,1,4,1,5,3,2,4,1,4,4,2,4,4,1,3,2,5,0,3,2,4,2,1,2,1,2,2,1,1,1,1,4,2,2,1,1,1,1,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,53,m,postgrad,журналистика,0,-2,-2,образование,преподаватель,москва,RgbS5SeYOk
5,4,1,2,5,4,5,5,5,5,0,4,2,5,5,5,4,3,5,1,5,5,3,1,2,5,5,1,5,5,5,5,5,5,5,5,5,5,3,4,5,5,1,5,4,4,2,4,5,1,5,3,5,5,5,4,5,5,5,5,2,5,1,5,0,5,5,5,5,5,1,3,5,4,5,4,5,1,4,2,1,1,2,0,2,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,4,-2,-2,5,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,21,m,bachelor,Электроника и наноэлектроника,0,-2,-2,-,-,Омск,jkRY3xRFcN
3,3,3,3,3,3,3,3,3,3,0,4,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,3,3,3,3,3,2,3,3,5,0,3,3,3,3,3,3,3,3,3,3,3,3,1,4,2,2,2,2,2,2,2,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,2,-2,-2,2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,m,bachelor,юрист,0,-2,-2,-,-,Томск,z6iopvzvjy
2,3,2,2,2,2,2,2,3,2,0,4,3,3,2,2,3,3,5,2,3,1,3,1,2,3,2,2,2,2,1,4,3,2,2,1,2,5,3,3,3,3,3,3,3,2,4,4,3,1,0,3,3,2,3,3,3,2,2,2,2,3,3,5,0,3,3,3,3,3,2,2,3,3,3,3,4,1,4,1,2,2,2,2,3,2,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,3,-2,-2,2,-2,5,1,1,0,0,0,0,0,0,0,0,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,19,f,specialist,Переводчик,0,-2,-2,-,-,Москва,BRfezgCZyn
3,3,2,2,2,3,3,3,3,3,0,4,2,2,3,3,2,2,3,1,2,2,3,1,1,3,3,2,3,3,3,3,3,3,3,2,3,5,3,2,2,1,2,3,3,2,2,3,3,1,5,3,3,3,3,3,3,2,3,3,2,3,3,5,0,2,2,2,2,3,3,2,2,2,2,2,2,1,4,2,1,1,1,1,2,1,1,1,1,0,1,0,1,3,3,-2,3,-2,3,3,3,-2,3,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,45,f,specialist,преподаватель английского языка,1,specialist,менеджмент,производство х/булочных изделий,ИП,Саратов,Tc4NliJTod
3,3,1,2,2,3,3,3,3,3,0,4,3,4,3,4,2,2,4,2,2,3,3,1,2,3,3,0,3,2,3,3,3,3,3,2,3,5,3,3,1,0,2,3,3,4,0,0,5,1,5,3,3,3,2,3,2,2,3,3,3,3,3,5,0,0,1,2,0,0,5,0,0,1,0,0,1,1,4,2,1,3,3,1,1,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,m,specialist,машины и технологии литейного производства,0,-2,-2,производство,инженер,Москва,QB5HNqHPKv
3,3,2,2,3,3,3,3,2,2,0,4,2,2,3,3,2,2,3,2,2,3,3,1,2,3,3,2,3,3,3,2,3,3,3,3,3,5,3,2,3,2,2,2,3,3,3,3,2,1,5,3,2,2,3,3,3,3,3,3,2,3,3,5,0,3,3,3,3,3,2,3,3,3,3,3,3,1,4,2,3,3,3,3,3,2,1,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,30,f,specialist,Инженер,0,-2,-2,HR,HR,Санкт-Петербург,27sMU3wN3O
3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,2,2,3,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,2,2,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,1,1,2,2,2,1,1,0,0,1,0,1,3,-2,-2,2,-2,3,3,-2,-2,3,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,29,m,bachelor,Вычислительных сети,0,-2,-2,Студент,Студент,Рыбинск,gvYbtDzrAX
0,4,4,4,4,4,0,0,4,4,0,4,3,1,1,2,2,3,2,1,2,2,3,1,2,3,3,5,3,2,3,4,3,3,5,3,3,5,3,1,1,1,1,1,1,1,2,1,1,1,2,3,0,0,0,0,5,4,0,0,0,0,0,5,0,2,2,2,3,4,1,3,4,2,2,1,3,1,4,2,2,2,2,2,2,2,1,1,0,0,1,1,0,3,-2,-2,2,2,-2,3,-2,-2,3,3,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,24,f,bachelor,экономист,0,-2,-2,бухгалтер,бухгалтер,брянск,EckZFtOsNt
4,4,4,3,3,4,4,2,3,4,3,3,3,4,3,4,5,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4,3,4,3,4,4,3,3,2,3,3,3,2,4,2,4,4,4,4,4,3,3,4,0,4,4,4,4,2,2,2,1,4,4,3,4,4,3,4,4,3,3,4,4,4,4,4,3,3,2,3,3,3,1,1,1,0,1,0,0,2,2,-2,0,-2,-2,3,4,-2,3,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,43,m,school,радиотелефонист,0,-2,-2,безопасность,охранник,Томск,F8vTCgryz1
4,4,4,1,4,4,4,4,4,1,0,4,5,5,5,4,4,5,4,4,4,4,3,1,2,4,5,4,3,5,4,4,5,5,5,4,5,5,3,5,5,5,5,5,5,5,3,5,4,1,5,3,5,5,5,4,4,4,4,4,4,5,4,5,0,4,4,4,4,4,4,4,5,4,4,4,5,1,4,5,3,3,3,3,3,3,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,4,-2,-2,-2,-2,5,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,38,m,bachelor,Информационные технологии и системы,0,-2,-2,ИТ,инженер,Архангельск,qQbFGSxK4R
3,3,2,2,3,1,3,2,2,3,0,4,2,3,2,2,3,2,2,3,3,3,3,1,2,3,3,2,2,3,4,3,3,2,3,2,3,5,3,2,3,1,2,3,3,2,3,3,3,1,3,3,3,3,2,3,3,3,3,2,1,2,2,5,0,4,3,4,4,3,3,3,4,3,2,3,2,1,4,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3,0,0,3,3,1,4,3,3,4,4,4,1,1,1,0,0,0,0,0,0,0,-2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,19,m,bachelor,Техносферная безопасность,0,-2,-2,-,-,Зеленоград,2F5efYz8hr
3,4,4,2,3,4,3,4,3,3,0,4,3,3,4,3,4,3,2,4,4,3,3,1,2,3,4,3,4,4,4,4,4,3,3,3,4,5,3,2,3,2,3,3,2,4,2,4,5,1,5,3,3,3,3,3,4,4,2,3,3,4,2,5,3,2,2,3,4,3,4,3,3,3,2,3,4,1,4,2,2,3,3,2,2,3,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,4,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,31,m,college,Техник,0,-2,-2,ИТ,Техник,Красноярск,NKMES8pCyi
3,3,3,5,3,4,2,3,5,3,4,3,4,4,2,4,3,3,2,2,3,4,3,4,3,3,3,4,3,3,4,4,2,3,4,3,3,3,4,3,4,5,3,3,3,3,3,5,1,4,5,3,4,3,3,4,3,3,4,2,2,3,3,3,4,4,3,3,4,5,4,3,3,3,4,4,3,4,4,3,2,3,3,3,2,3,1,1,1,0,0,0,1,2,0,-2,-2,-2,3,3,2,-2,-2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,23,m,college,мастер общестроительных работ,0,-2,-2,-,-,москва,ipnDbcE7u4
0,5,5,0,5,5,3,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,0,1,3,3,1,1,0,1,3,0,1,2,1,4,2,0,2,2,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,m,school,Нет,0,-2,-2,Нет,Нет,Нет,GxuhLRJcZG
3,4,1,1,1,4,3,1,2,3,0,4,3,4,2,1,2,2,5,3,2,3,3,1,2,2,1,2,1,2,1,1,2,1,1,1,2,5,2,2,2,2,2,2,2,3,1,2,1,1,1,3,4,4,2,3,3,3,1,3,4,1,2,5,0,1,4,1,1,1,2,2,1,2,1,4,1,1,4,2,0,0,0,1,2,1,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,3,-2,-2,4,-2,5,1,0,0,0,1,0,1,0,1,0,-2,-2,-2,-2,3,-2,3,-2,4,-2,-2,0,-2,-2,0,-2,19,m,school,У меня нет специальности,0,-2,-2,Я работаю в сфере IT,Менеджер,Санкт-Петербург,93gAEKkygE
4,4,2,2,2,4,4,3,3,4,0,4,5,2,1,3,5,5,4,2,4,4,3,1,2,4,4,2,2,4,3,4,5,5,4,3,4,5,3,1,4,1,4,4,4,5,3,5,1,1,5,3,5,3,4,4,1,5,2,4,4,4,5,5,0,4,4,4,4,3,3,4,4,3,4,3,4,1,4,2,2,1,1,1,0,0,1,1,0,0,1,0,1,3,-2,-2,1,-2,3,5,-2,-2,4,-2,5,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,18,m,college,Программирование,0,-2,-2,IT,Директор,Екатеринбург,5n0UsXGvA3
2,3,2,2,2,2,1,3,3,4,0,4,3,3,3,5,1,1,2,2,2,3,3,1,2,4,4,1,4,1,2,4,3,2,2,2,1,5,3,2,5,1,1,2,2,3,4,4,2,1,5,3,2,3,2,3,5,1,2,2,1,2,2,5,0,2,2,2,2,4,3,1,2,1,2,3,3,1,4,2,1,2,3,1,1,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,2,4,-2,-2,4,-2,4,1,1,0,0,0,0,0,0,0,0,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,27,f,school,-,0,-2,-2,-,-,Юрга,WlvX1C1Cty
4,5,1,2,5,5,4,4,4,5,0,4,3,4,5,5,2,5,4,2,2,4,3,1,2,5,5,1,4,2,5,5,5,5,4,5,5,5,3,4,1,2,3,4,5,1,1,0,3,1,5,3,4,5,5,4,5,5,4,5,1,3,2,5,0,5,5,5,5,5,0,5,5,5,5,5,5,1,4,2,1,1,2,0,2,4,1,0,1,0,1,1,1,-2,0,-2,0,3,3,-2,3,-2,5,5,5,1,0,1,0,0,0,0,0,0,0,-2,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,5,19,f,college,Медсестра,0,-2,-2,-,-,Суздаль,P1xXgkh0YS
3,3,3,3,3,3,3,3,3,3,0,4,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,5,3,2,3,0,0,2,3,3,3,5,2,1,5,3,3,3,3,2,2,2,3,2,5,3,4,5,0,2,1,4,1,1,4,1,1,1,1,1,1,1,4,2,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,61,f,specialist,бухгалтер,1,college,специалист,пенсионерка,пенсионерка,Красногорск,hKjljHLfKv
3,2,1,2,3,4,3,3,3,3,0,4,1,1,4,3,1,3,2,1,1,0,3,1,2,5,4,0,4,4,4,3,4,5,3,5,5,5,3,3,4,1,0,2,4,2,3,2,2,1,5,3,3,2,2,4,4,3,3,2,1,3,2,5,0,2,2,4,3,2,4,1,2,2,2,2,2,1,4,2,2,2,2,3,3,2,1,1,0,0,1,0,1,3,-2,-2,2,-2,3,0,-2,-2,3,-2,2,1,0,1,0,0,0,0,0,1,1,Кортана (Windows),-2,3,-2,-2,-2,-2,-2,3,2,Кортана (Windows),0,-2,-2,0,-2,21,m,bachelor,Технология художественной обработки материалов,0,-2,-2,-,-,Великий Новгород,biDh5hEcDD
3,2,2,3,2,2,3,3,3,3,0,4,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,2,3,3,2,3,2,2,2,3,5,3,3,3,3,2,3,3,2,3,3,2,1,5,3,3,3,3,3,3,2,2,3,2,2,2,5,0,3,3,4,3,3,2,3,3,2,3,3,3,1,4,2,1,2,2,2,4,1,1,1,1,0,1,1,1,2,1,-2,1,2,2,3,3,-2,3,3,3,1,1,1,0,0,0,0,0,0,0,-2,3,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,30,f,bachelor,психология,0,-2,-2,спорт,специалист,Москва,tw6WyLKUjk
3,3,2,3,3,2,3,3,3,2,0,4,4,3,2,5,5,4,3,3,3,3,3,1,2,3,3,3,3,3,3,3,2,3,2,2,3,5,3,3,4,3,2,3,3,3,3,3,2,1,5,3,2,2,3,2,4,3,3,3,0,2,3,5,0,3,2,3,3,3,3,3,3,2,3,3,3,1,4,2,2,3,2,1,2,2,1,0,1,0,0,0,0,-2,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,52,m,postgrad,Филолог,0,-2,-2,Медиа,Продюсер инфоцентра,Москва,1zVgfYnwfn
2,4,3,2,1,2,3,2,3,0,0,4,3,3,2,4,1,3,5,1,3,4,3,1,2,4,3,2,3,2,2,3,4,3,4,1,2,5,3,2,4,4,1,1,2,4,4,4,3,1,5,3,3,2,3,5,4,2,2,3,1,1,4,5,0,4,3,4,1,3,3,1,4,3,3,1,4,1,4,2,1,1,2,2,3,3,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,3,-2,-2,-2,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,23,m,bachelor,Юриспруденция,0,-2,-2,-,-,Саранск,IYAYWHNIQO
3,3,1,1,2,3,3,3,3,3,0,4,2,2,3,3,2,2,2,2,2,2,3,1,2,3,3,1,3,3,3,3,3,3,2,3,3,5,3,2,3,1,4,2,1,4,3,3,2,1,5,3,1,1,2,3,4,2,2,3,1,2,3,5,0,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,1,2,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,m,college,электромеханик,0,-2,-2,производство,механик,Санкт-Петербург,i6hZdEUejG
4,3,1,4,3,4,4,4,3,3,5,4,3,3,3,5,4,3,3,2,2,3,3,1,2,5,3,2,3,3,3,3,5,4,2,5,4,5,3,0,3,2,1,2,1,3,5,5,1,1,5,3,4,4,3,4,4,4,4,4,2,4,4,5,0,3,3,3,4,3,4,4,3,4,3,4,4,1,4,2,1,3,3,3,2,3,1,1,1,0,1,0,1,3,3,-2,3,-2,3,3,4,-2,4,-2,4,1,0,1,0,0,0,1,0,1,0,-2,-2,3,-2,-2,-2,3,-2,3,-2,-2,0,-2,-2,1,3,49,f,bachelor,медсестра,1,bachelor,программист,технологии,инженер,кострома,osMD9biQDC
3,3,1,4,3,4,4,4,3,4,0,4,3,0,4,5,4,1,0,4,4,4,3,1,2,4,4,1,1,4,4,4,4,4,4,4,4,5,3,0,5,1,1,0,3,4,4,5,4,1,5,3,4,3,0,1,4,4,1,4,1,3,5,5,0,3,4,5,3,4,1,1,3,3,3,4,4,1,4,2,2,2,2,3,3,3,1,1,1,0,1,1,1,3,0,-2,3,3,2,5,5,-2,5,5,5,1,1,1,0,0,0,1,0,0,0,-2,5,5,-2,-2,-2,1,-2,-2,-2,-2,0,-2,-2,0,-2,26,f,master,Юриспруденция,0,-2,-2,-,-,Челябинск,3uVnF8WPVZ
3,3,2,1,1,5,2,3,3,2,0,4,3,1,3,5,2,4,3,2,1,1,3,1,2,5,4,1,4,4,4,3,4,3,4,1,3,5,3,1,4,0,1,2,1,2,3,5,1,1,5,3,3,1,1,3,5,1,3,3,1,2,3,5,0,4,2,3,3,4,2,3,3,4,2,3,4,1,4,2,2,3,3,3,2,1,1,1,0,0,0,0,1,3,-2,-2,-2,-2,2,4,-2,-2,-2,-2,5,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,m,master,прикладная информатика в экономике,0,-2,-2,информационные технологии в медицине,инженер-программист,Ростов-на-Дону,5svwlAueuh
2,3,2,2,2,3,2,3,3,2,0,4,2,2,2,3,2,2,4,3,3,2,3,1,2,5,3,2,3,5,2,2,3,3,5,2,2,5,3,1,2,1,1,3,3,2,2,2,3,1,5,3,3,2,3,3,3,2,2,3,2,3,4,5,0,5,5,3,3,5,2,4,4,3,4,5,5,1,4,2,2,3,3,3,3,2,1,1,1,0,1,0,0,3,1,-2,3,-2,-2,3,3,-2,3,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,f,college,Техник-коммерсант,0,-2,-2,Флористика,Флорист,Саратов,ZBxL6oXiRu
4,4,1,1,3,4,3,4,4,3,5,4,3,2,2,4,3,4,4,2,3,3,3,1,2,4,4,0,2,5,5,5,5,2,3,3,3,5,3,4,2,0,1,4,3,3,1,1,3,1,5,3,2,3,2,5,5,3,4,3,0,3,2,5,0,3,4,4,3,4,2,2,5,3,4,4,4,1,4,2,0,0,1,1,3,0,1,1,0,1,1,1,1,3,-2,0,3,3,1,2,-2,3,0,4,4,1,0,1,1,0,0,0,0,1,0,-2,-2,3,4,-2,-2,-2,-2,4,-2,-2,1,4,4,1,3,25,f,college,Коммерция,0,-2,-2,-,-,Самара,D8oTo54hC9
3,4,1,3,4,4,4,4,4,4,0,4,4,4,4,5,3,4,4,3,3,4,3,1,2,5,4,1,2,3,5,4,5,4,4,4,4,5,3,3,3,1,4,3,3,2,4,1,4,1,5,3,1,4,2,3,4,3,4,2,1,3,2,5,0,4,3,4,4,4,3,3,4,4,2,4,4,1,4,2,2,3,3,1,3,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,-2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,1,4,3,1,4,30,m,bachelor,Безопасность жизнедеятельности,0,-2,-2,Телекоммуникации,специалист,Брянск,yQHckuQMbN
3,2,2,3,3,3,2,2,3,1,0,4,1,2,2,3,1,3,4,2,2,1,3,1,2,3,3,2,4,3,3,3,4,3,4,3,4,5,3,1,5,1,1,1,1,4,4,4,1,1,5,3,3,1,1,3,3,3,3,2,4,1,4,5,0,1,3,4,4,1,4,3,1,3,1,1,4,1,4,2,1,1,2,1,2,2,1,1,0,0,1,0,1,2,-2,-2,3,-2,2,3,-2,-2,2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,38,f,bachelor,Экономика,0,-2,-2,Колл центр,Отдел контроля качества,Иваново,42YX9G92Qr
3,2,3,2,2,2,2,3,3,3,0,4,2,3,2,4,2,3,3,1,2,2,3,1,3,5,5,1,2,4,2,5,5,3,1,3,4,5,3,2,3,0,1,2,2,3,4,2,3,1,5,3,2,2,2,3,3,2,2,2,3,2,2,5,0,3,3,4,2,4,3,1,3,2,1,2,2,1,4,2,2,1,3,1,2,1,1,1,1,0,1,1,1,3,0,-2,0,0,0,4,3,-2,3,4,5,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,45,f,specialist,Инженер-строитель,0,-2,-2,-,-,Саранск,foBYE8ZZmi
1,2,3,3,2,3,3,3,4,3,0,4,3,3,3,2,2,2,3,3,2,3,3,1,2,2,2,3,3,3,1,3,3,3,3,3,3,3,3,2,2,1,1,2,3,2,1,3,3,1,5,3,3,4,3,3,3,2,4,1,2,3,3,5,2,2,3,3,3,3,2,2,3,2,3,2,2,1,2,2,2,2,2,2,2,2,1,1,1,0,1,0,1,3,3,-2,3,-2,3,3,3,-2,3,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,31,f,master,инженер,0,-2,-2,визажист,топ мастер,москва,L8GKeOgD9j
2,1,3,3,0,4,3,3,4,2,0,4,2,3,2,3,2,3,3,3,3,3,3,1,2,5,3,2,2,2,3,3,4,3,3,0,3,5,3,2,4,0,2,2,2,3,4,3,2,1,5,3,3,2,2,2,5,0,1,3,0,2,2,5,0,0,0,3,0,0,5,0,0,0,1,0,1,1,4,2,3,3,3,3,4,2,1,1,1,0,0,0,1,3,0,-2,-2,-2,0,3,3,-2,-2,-2,3,1,0,1,0,0,0,1,0,0,0,-2,-2,4,-2,-2,-2,4,-2,-2,-2,-2,0,-2,-2,0,-2,55,f,college,маляр,1,college,администратор салона красоты,стоматология,администратор,Санкт-Петербург,Mos9HG84GW
4,4,1,4,2,5,5,4,5,4,0,4,3,4,3,5,4,4,3,4,4,3,3,1,2,5,4,2,4,3,4,5,5,2,4,3,4,5,3,3,4,2,2,4,3,2,2,3,4,1,5,3,4,4,4,4,4,2,4,4,1,3,1,5,0,4,4,4,4,5,2,4,4,4,5,4,5,1,4,2,3,4,3,3,3,3,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,3,-2,-2,3,-2,-2,1,1,1,0,0,0,0,0,0,0,-2,4,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,m,college,Слесарь,0,-2,-2,Машиностроение,Слесарь,Иркутск,vEy2fO8h49
3,3,2,1,2,3,3,4,2,1,0,4,2,2,3,3,2,2,3,2,1,2,3,1,2,4,4,0,3,3,3,3,2,3,2,3,3,5,3,4,1,1,1,4,3,1,1,1,2,1,5,3,2,2,1,4,4,1,3,3,1,2,3,5,0,3,1,1,1,1,4,1,4,4,0,3,5,1,4,2,2,2,1,2,3,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,2,-2,-2,4,-2,4,1,1,1,0,0,0,0,0,1,0,-2,3,3,-2,-2,-2,-2,-2,2,-2,-2,0,-2,-2,0,-2,31,m,specialist,Телекоммуникации,0,-2,-2,IT,Инженер,Ростов на Дону,pmlugbL9py
3,3,2,2,3,3,3,3,3,4,0,4,2,3,3,5,1,3,5,1,2,3,3,1,2,5,3,2,5,5,3,3,4,3,3,3,3,5,3,2,3,2,2,2,4,2,3,3,3,1,5,3,3,3,3,3,3,4,4,4,3,3,2,5,0,4,3,5,3,3,2,3,5,4,4,5,5,1,4,2,1,2,2,3,1,2,1,1,0,0,1,1,1,2,-2,-2,2,2,3,3,-2,-2,4,4,5,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,17,f,college,Гостиничный сервис,0,-2,-2,-,-,Нефтегорск,L1tcDFuujd
