pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt_score,gt01,gt02,gt03,gt04,gt05,gt06,age,sex,edulvl1,e_dighelp,PR,CO,UT,FA,DE,UN,TAIA,GT
3,3,4,3,2,0,4,3,3,3,2,3,4,4,4,3,0,2,3,2,5,4,5,5,2,3,5,2,4,0,4,5,3,1,2,1,3,2,2,3,3,3,0,0,2,2,4,2,3,3,5,3,2,2,0,0,2,0,0,1,3,0,0,1,2,0.5,0,0,1,2,0,0,30,f,specialist,NA,28,27,44,23,24,11,157,0.5
3,3,3,3,2,3,3,3,3,4,3,2,2,3,2,2,0,2,2,2,5,5,5,4,4,3,3,2,3,2,3,4,3,3,0,1,2,2,2,3,3,3,2,0,2,2,4,1,3,3,4,2,1,3,2,2,2,3,0,1,3,1,1,2,2,2.5,2,3,3,2,3,2,49,f,specialist,NA,30,20,41,22,22,22,157,2.5
3,3,3,4,2,3,3,4,2,1,2,2,3,3,2,2,2,2,1,2,4,4,5,3,3,3,3,2,3,3,3,3,4,4,1,1,4,3,4,4,4,2,2,2,1,1,4,1,3,3,4,2,2,3,1,1,1,1,1,1,4,4,0,3,5,2.1666666666666665,2,2,1,2,3,3,31,m,specialist,2.6666666666666665,28,19,36,31,24,25,163,2.1666666666666665
3,3,3,3,1,4,2,3,4,3,3,2,3,3,3,3,3,2,3,2,4,3,4,4,2,4,3,4,3,3,4,3,3,3,1,2,3,2,3,2,3,2,4,2,3,2,4,2,3,3,3,2,2,3,3,2,3,3,1,3,3,3,2,3,3,2.5,3,3,3,2,1,3,21,f,bachelor,4,29,24,38,24,28,32,175,2.5
3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,1,3,4,3,2,3,3,3,3,3,3,2,3,3,2,3,0,0,3,3,1,3,3,4,2,1,2,2,3,3,2,2,2,3,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,0,0,3,1,43,m,master,NA,29,23,33,22,22,21,150,1
3,2,2,3,2,4,4,3,3,3,3,3,2,4,2,3,3,3,3,3,2,2,2,4,2,4,2,2,2,2,3,3,2,1,2,2,3,3,2,2,2,2,3,2,3,3,4,3,2,1,4,3,1,3,3,4,3,5,1,3,3,3,2,2,2,2.5,3,2,2,3,3,2,25,f,college,NA,29,26,28,21,26,34,164,2.5
5,5,5,5,3,1,3,3,3,3,0,2,3,4,3,3,0,0,2,0,5,5,5,5,3,4,3,5,5,1,4,4,5,3,2,1,3,4,2,3,5,5,3,4,4,2,5,4,4,4,5,4,3,0,0,4,0,0,0,0,0,0,0,0,3,0.3333333333333333,0,0,0,0,2,0,35,m,master,3,36,17,48,33,40,7,181,0.3333333333333333
3,2,4,3,1,3,3,4,3,3,3,4,4,4,2,3,1,1,3,2,5,4,4,4,4,3,4,4,3,4,1,4,1,1,1,1,2,4,4,1,1,2,2,2,2,1,4,1,3,3,4,1,1,4,3,4,3,3,3,3,3,1,3,4,4,1.8333333333333333,1,1,2,1,4,2,43,f,specialist,4,29,26,40,18,23,38,174,1.8333333333333333
4,3,4,4,3,3,3,3,4,4,3,3,4,5,3,3,2,4,3,3,5,3,4,4,3,4,5,5,4,3,4,4,4,0,2,3,3,3,3,1,2,3,3,2,2,1,4,3,4,4,4,2,4,3,3,5,4,4,2,3,4,3,4,4,3,1.6666666666666667,1,1,1,2,2,3,56,m,bachelor,3.3333333333333335,35,31,45,24,32,42,209,1.6666666666666667
0,0,1,1,0,2,0,0,1,3,0,2,0,1,1,0,4,1,1,1,0,0,3,0,0,3,3,3,1,1,0,0,0,1,0,0,0,0,5,1,5,1,0,0,0,5,3,0,1,0,3,0,1,0,1,0,1,2,3,0,0,0,0,0,0,2.1666666666666665,0,2,3,2,3,3,41,m,bachelor,NA,8,7,13,13,8,7,56,2.1666666666666665
3,2,2,2,4,3,2,3,4,3,3,2,3,4,1,3,3,2,1,2,5,4,5,3,4,3,4,4,3,3,4,4,2,2,1,1,2,3,3,1,2,2,3,2,3,2,3,4,3,3,3,2,3,3,2,2,1,3,2,2,4,3,1,4,3,1.1666666666666667,1,1,0,2,2,1,20,m,school,3.5,28,21,43,19,29,30,170,1.1666666666666667
4,3,4,3,3,5,2,3,2,2,3,3,4,3,2,3,2,2,2,3,3,3,3,3,3,4,4,4,3,3,3,2,3,3,3,4,3,3,2,1,1,2,4,3,4,2,3,3,3,3,3,4,3,2,1,3,3,3,1,1,1,1,2,2,3,2.6666666666666665,2,3,3,2,3,3,40,m,specialist,NA,31,25,35,25,33,23,172,2.6666666666666665
5,3,3,3,2,4,3,2,3,3,3,4,3,5,2,3,0,1,2,3,4,5,4,3,4,3,4,3,4,2,4,5,3,3,3,2,4,3,3,2,3,2,4,3,3,1,4,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,29,m,college,NA,31,26,43,28,31,23,182,3
2,4,2,3,1,1,2,3,1,3,2,4,1,3,2,3,2,2,1,1,2,1,2,1,3,2,2,4,2,2,1,3,3,2,1,3,1,3,2,2,4,2,2,3,3,3,3,2,1,3,3,3,3,1,3,1,4,2,2,1,4,1,3,3,2,1.3333333333333333,2,2,1,1,1,1,41,f,bachelor,NA,22,19,23,23,26,27,140,1.3333333333333333
2,2,2,2,1,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,2,1,2,2,0,2,1,2,1,3,3,3,3,3,3,2,3,4,3,3,3,3,1.3333333333333333,1,1,2,1,1,2,31,f,specialist,3,21,19,24,18,18,36,136,1.3333333333333333
3,2,2,1,1,3,2,5,4,4,3,3,3,4,2,2,2,2,3,4,4,5,3,2,4,3,2,2,2,1,2,3,4,3,2,1,3,2,2,4,3,3,3,2,1,2,4,2,2,2,3,1,1,4,2,3,2,3,2,2,3,3,2,2,4,2.3333333333333335,3,1,2,3,2,3,52,m,master,NA,27,26,32,27,21,32,165,2.3333333333333335
4,3,4,3,2,4,2,4,4,5,3,2,3,4,2,2,1,1,2,1,4,4,4,3,4,5,2,4,5,2,3,4,2,2,1,0,2,3,2,2,2,3,4,1,4,2,5,1,4,3,5,2,4,5,3,4,4,3,3,0,4,0,1,2,4,2.8333333333333335,3,3,4,2,2,3,81,f,postgrad,3.5,35,20,42,19,33,33,182,2.8333333333333335
3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,46,m,bachelor,NA,28,26,32,25,28,35,174,3
2,3,3,3,1,2,2,1,1,2,1,2,2,2,1,2,3,2,3,2,4,3,3,4,3,3,2,3,3,2,4,4,1,4,1,0,0,1,3,2,4,3,1,1,2,5,1,1,1,1,4,0,5,1,1,1,1,1,5,1,0,1,1,1,0,2.5,3,3,3,3,2,1,20,m,college,NA,20,17,36,19,17,14,123,2.5
1,3,2,3,1,3,1,2,3,2,3,1,1,3,1,3,2,2,2,3,4,3,1,3,3,3,2,2,2,1,2,3,1,2,1,2,2,1,2,2,1,1,2,2,4,1,0,0,3,3,0,1,1,4,3,4,3,2,4,1,3,2,3,4,3,2.1666666666666665,2,2,1,2,3,3,25,f,master,2.5,21,19,28,15,16,36,135,2.1666666666666665
3,2,3,3,3,3,2,3,2,4,2,2,3,3,2,2,3,2,2,2,3,4,4,4,3,4,3,3,3,1,4,3,3,4,1,1,4,2,4,4,3,3,2,2,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,2.5,3,2,3,2,2,3,53,m,specialist,3,28,20,38,29,30,37,182,2.5
3,3,4,3,2,3,3,3,3,3,3,4,3,4,2,2,1,2,2,3,3,3,5,3,2,3,3,3,3,2,2,3,3,4,0,2,3,3,1,5,5,5,3,3,2,2,2,2,3,3,2,3,2,0,1,2,0,0,0,0,0,1,0,0,1,2,1,3,3,1,1,3,39,m,specialist,NA,30,25,33,31,25,5,149,2
3,4,3,3,3,3,4,3,3,3,3,3,3,4,2,3,1,1,2,1,4,4,4,4,3,4,4,4,3,3,3,3,3,2,1,1,4,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,2,3,1,3,4,1,3,1,2,2,1,1.8333333333333333,1,1,2,2,2,3,31,f,college,4,32,22,40,23,28,26,171,1.8333333333333333
2,1,2,1,2,2,3,3,3,2,1,3,3,3,1,1,0,1,1,1,5,4,3,5,4,3,5,5,2,2,2,3,2,3,2,1,2,1,0,4,3,5,4,2,2,1,4,2,2,3,4,1,2,3,3,4,3,3,3,3,4,3,3,4,4,1.3333333333333333,1,1,0,1,3,2,36,f,postgrad,2.5,21,15,41,23,26,40,166,1.3333333333333333
4,3,4,4,4,3,2,4,2,3,2,3,3,3,3,3,2,3,2,3,4,4,3,3,3,3,4,2,3,2,4,3,2,2,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,3,4,2,3,3,2,3,3,3,3,3,3,2,3,2,3,2.1666666666666665,1,2,2,2,3,3,26,f,school,3,33,25,36,24,28,33,179,2.1666666666666665
3,2,2,2,1,1,1,3,3,2,2,2,2,4,1,2,1,1,1,1,5,4,4,4,4,2,3,4,4,2,1,3,1,1,1,0,1,0,2,1,1,2,3,1,2,1,4,0,2,1,4,1,1,4,3,3,4,3,4,3,4,3,4,3,4,2.3333333333333335,1,2,3,2,3,3,38,f,specialist,3.6666666666666665,20,16,38,10,19,42,145,2.3333333333333335
4,3,4,3,1,4,3,3,4,4,2,2,3,4,1,3,0,3,1,2,4,3,3,3,2,3,3,4,4,1,3,2,2,1,1,1,2,2,4,3,1,1,3,3,2,2,4,2,3,3,4,1,2,2,3,4,3,3,3,3,3,3,2,1,3,2.5,3,3,3,3,2,1,45,m,specialist,3.5,33,21,34,18,27,33,166,2.5
1,3,1,3,2,1,2,3,1,1,3,2,3,3,3,3,1,4,2,2,3,3,5,3,3,1,2,3,2,3,2,2,4,4,4,1,3,3,4,2,3,3,1,2,1,3,3,1,2,2,4,1,2,3,3,3,3,4,3,2,4,2,3,4,4,1.5,1,1,2,2,1,2,30,f,bachelor,3,18,25,29,31,19,38,160,1.5
1,1,4,2,3,2,1,2,1,1,2,2,2,1,1,2,3,2,1,2,4,2,4,2,2,2,2,2,1,3,2,2,2,2,2,1,2,3,3,4,1,2,2,2,2,3,1,0,2,2,5,1,1,1,2,2,1,2,4,2,1,2,3,3,2,1.3333333333333333,1,2,1,0,1,3,21,m,college,NA,18,15,25,22,18,25,123,1.3333333333333333
4,4,1,4,4,4,4,4,4,1,5,5,5,4,4,5,1,4,4,4,4,5,1,3,5,4,4,5,5,0,4,5,5,0,5,5,5,5,0,2,0,4,5,5,5,1,4,4,4,4,1,5,1,4,4,4,4,4,1,4,5,4,4,4,5,3,3,3,3,3,3,3,38,m,bachelor,4,34,40,45,31,38,47,235,3
3,4,3,3,2,4,3,3,3,4,3,3,4,3,2,3,2,2,2,3,5,5,5,5,3,4,3,3,4,2,3,5,2,2,2,2,2,3,3,2,2,3,3,2,3,2,5,2,3,3,3,3,3,2,2,3,3,3,2,4,3,3,2,3,4,1.8333333333333333,2,1,1,1,3,3,32,m,specialist,3,32,25,45,23,30,34,189,1.8333333333333333
3,3,3,5,2,0,4,3,3,3,1,2,3,4,1,3,2,1,1,4,2,2,2,2,0,1,2,3,4,2,4,2,1,0,1,1,0,1,0,0,0,1,1,2,0,3,3,1,1,3,3,0,2,4,3,3,3,3,2,2,4,1,3,4,4,0.5,0,0,0,2,0,1,36,m,bachelor,NA,29,20,24,5,16,36,130,0.5
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,2,3,2,2,3,3,3,1,0,3,1,5,3,3,1,4,3,0,2,1,2,4,2,1,1,3,0,2,1,2,1.3333333333333333,1,1,1,1,3,1,39,m,specialist,4,29,24,31,25,23,21,153,1.3333333333333333
3,2,3,2,3,3,3,3,3,3,4,3,3,3,2,1,1,2,2,3,4,4,3,2,4,3,3,3,3,3,3,3,4,3,4,2,3,3,2,1,3,3,3,3,4,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2.3333333333333335,2,2,2,3,3,2,45,f,specialist,4,28,23,35,28,36,48,198,2.3333333333333335
4,4,4,5,2,3,3,4,4,4,4,4,3,4,4,3,0,1,1,3,4,4,4,4,1,3,4,5,2,2,3,3,4,4,1,0,4,4,4,4,4,4,4,1,3,1,4,4,3,4,4,3,4,4,3,1,1,3,0,2,4,1,2,3,4,3,3,3,3,3,3,3,21,f,bachelor,3,37,27,37,33,34,28,196,3
3,3,1,1,0,1,1,3,3,2,3,4,0,0,3,4,1,1,1,3,4,4,4,1,4,4,4,4,4,1,0,4,2,2,0,3,2,3,0,1,1,3,3,3,1,1,5,0,2,2,5,1,2,3,4,4,4,4,1,3,4,3,3,3,3,2.8333333333333335,3,3,3,2,3,3,26,f,college,4,18,19,37,17,24,39,154,2.8333333333333335
3,2,3,4,2,3,2,3,3,2,2,1,4,4,2,2,2,1,1,3,5,5,4,5,5,4,4,5,4,1,4,4,4,3,2,1,3,3,1,3,3,4,4,2,1,1,4,3,4,4,3,4,2,3,3,3,3,3,2,2,4,3,1,3,3,3,2,3,3,3,4,3,27,f,bachelor,NA,27,20,49,27,31,33,187,3
2,2,2,2,0,4,1,2,2,3,1,0,0,5,0,5,0,1,2,2,4,3,3,3,3,3,4,4,3,1,1,4,1,1,2,2,2,0,1,1,1,1,2,1,1,2,3,1,2,1,4,0,1,1,1,3,2,1,0,1,1,1,1,4,3,1.5,1,1,3,3,1,0,40,f,bachelor,NA,20,16,35,12,16,19,118,1.5
3,4,4,4,2,3,3,2,3,4,4,3,3,3,2,2,2,0,0,1,3,3,3,3,2,3,2,3,3,2,2,2,3,3,0,0,3,2,3,3,3,2,3,2,1,2,3,3,2,2,2,2,1,4,3,3,2,3,0,2,3,4,1,2,2,1.1666666666666667,0,1,0,3,2,1,18,m,bachelor,3,32,18,29,22,21,29,151,1.1666666666666667
3,3,3,3,3,3,2,3,3,3,4,2,2,3,2,3,0,2,2,3,4,4,3,3,2,3,2,5,4,2,4,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,4,4,3,3,4,3,3,4,2,4,2,3,2,2,3,3,2,2,3,1.6666666666666667,1,1,1,2,3,2,28,m,school,3.6666666666666665,29,23,37,27,32,32,180,1.6666666666666667
1,3,3,3,1,3,1,1,0,2,1,1,2,2,2,2,3,1,3,3,1,1,0,2,2,3,2,2,2,3,2,1,1,2,1,3,2,0,0,4,2,3,2,0,0,3,1,2,3,2,4,1,3,2,1,2,2,1,4,1,3,2,3,5,2,1.1666666666666667,2,0,1,0,2,2,30,m,college,NA,18,17,18,18,18,28,117,1.1666666666666667
3,3,3,5,2,3,0,3,4,2,3,4,2,4,3,4,1,2,3,4,5,3,3,3,2,3,3,4,3,1,3,3,4,4,0,0,4,3,2,3,3,5,3,2,2,1,4,3,3,3,3,2,0,4,4,2,5,4,4,3,5,3,3,5,3,2.5,2,2,3,3,2,3,29,f,master,3,28,29,35,28,25,45,190,2.5
3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,5,3,3,3,3,3,4,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,4,2,3,3,4,2,3,2,2,3,2,3,2,2,2,2,1,2,2,1.3333333333333333,1,1,1,2,2,1,34,f,specialist,4,28,23,34,27,30,25,167,1.3333333333333333
2,1,2,4,1,2,1,1,2,0,1,1,2,2,0,1,1,2,0,3,4,3,3,3,2,2,4,3,0,2,0,0,3,4,1,0,3,2,0,3,3,5,1,0,1,4,3,0,1,1,1,0,1,3,2,2,3,3,2,2,3,2,2,3,4,1.1666666666666667,1,1,0,1,3,1,35,m,school,2,16,12,24,24,9,31,116,1.1666666666666667
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,4,3,4,3,3,4,3,3,3,3,2,3,2,2,2,1,2,2,3,2,2,2,3,3,2,2,3,1,3,2,3,2,3,3,2,3,2,4,2,3,3,1,3,2,3,1.6666666666666667,1,1,2,3,2,1,39,f,specialist,3.5,29,24,35,20,25,31,164,1.6666666666666667
4,3,4,4,2,1,3,3,3,3,4,1,4,4,1,1,2,1,1,2,4,4,4,3,4,4,4,5,3,4,3,1,4,3,1,1,3,3,3,4,4,4,2,4,1,1,4,2,4,4,4,3,3,3,2,4,2,1,3,1,2,2,1,1,1,1.5,2,1,1,1,1,3,53,m,postgrad,4,30,19,39,30,31,23,172,1.5
2,2,2,1,3,4,2,4,2,1,3,0,4,4,1,1,4,0,1,2,4,3,4,3,2,3,4,4,4,2,4,2,3,4,1,1,3,2,2,4,4,4,3,1,1,2,4,2,3,4,4,2,4,3,1,1,3,2,1,0,1,3,1,3,2,1.5,1,1,3,1,2,1,37,m,specialist,NA,23,16,37,28,28,21,153,1.5
3,3,3,4,2,3,3,3,3,3,3,3,3,4,3,2,2,2,2,3,4,3,4,3,2,3,4,4,3,2,3,3,3,3,3,2,3,3,3,3,3,4,2,3,3,2,4,2,3,3,4,2,3,3,3,3,3,3,2,1,3,3,3,2,3,3,3,3,3,3,3,3,45,m,bachelor,3,30,25,36,30,29,32,182,3
2,2,3,3,1,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,3,1,2,2,0,1,1,3,1,1,0,0,0,1,2,2,1,1,1,0,2,4,1,3,2,2,2,1,3,1,3,2,1,3,2,2,2,1,1,2,2,1,2,3,3,2,1,32,f,specialist,NA,24,18,24,11,17,23,117,2
3,2,3,2,2,3,1,3,3,4,3,3,2,3,3,3,1,2,3,1,3,3,3,3,1,3,3,3,3,2,3,1,3,1,1,3,3,2,3,1,1,1,3,1,1,1,4,1,3,4,4,1,1,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,40,f,bachelor,3,26,23,29,19,23,36,156,3
3,2,2,2,2,3,3,3,2,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,1,2,2,2,2,3,2,2,1,0,2,3,4,2,3,2,4,1,2,4,2,3,3,3,2,3,4,2,2,3,3,2.3333333333333335,3,2,2,3,3,1,23,f,college,NA,25,22,32,21,21,34,155,2.3333333333333335
3,3,4,3,2,3,2,3,3,4,3,2,3,4,3,4,0,2,3,3,5,5,5,4,4,3,3,4,5,2,3,5,1,2,1,2,2,3,3,2,2,2,4,3,3,2,4,4,3,3,4,3,3,3,4,4,4,3,2,3,4,4,3,4,4,2.5,1,2,3,4,2,3,22,m,college,4,30,27,46,20,34,42,199,2.5
5,5,5,2,5,5,5,5,5,5,1,3,3,5,1,2,5,0,1,0,3,3,4,4,2,4,3,5,3,1,2,5,1,0,2,1,1,3,2,1,2,1,4,3,5,0,4,3,4,5,4,3,3,5,3,3,3,4,1,2,5,2,1,2,4,2.3333333333333335,3,3,1,2,2,3,31,m,master,NA,47,16,38,14,38,35,188,2.3333333333333335
2,2,2,2,2,3,3,3,3,3,2,3,2,2,2,3,2,2,2,3,4,4,3,4,2,3,3,4,4,2,2,4,2,1,1,1,1,2,1,1,1,3,3,2,1,1,3,2,2,2,4,1,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,42,f,master,2,25,21,37,14,22,34,153,3
3,2,3,3,2,3,3,3,3,3,2,2,2,4,1,1,4,2,1,1,3,3,4,3,3,3,2,3,3,2,3,3,3,4,1,1,3,2,3,3,3,3,2,2,3,3,4,2,3,2,3,4,3,3,3,2,3,3,2,2,3,3,2,3,3,2.1666666666666665,2,2,2,2,2,3,26,m,master,NA,28,16,33,26,28,32,163,2.1666666666666665
3,4,3,4,1,4,4,3,3,3,0,5,3,4,0,5,0,0,0,5,4,4,1,4,4,4,4,4,4,1,2,4,3,1,0,3,3,2,3,1,1,2,3,3,2,1,5,2,4,3,5,2,2,4,4,4,4,4,4,3,4,4,4,4,4,2.5,2,2,2,2,3,4,38,m,specialist,NA,32,22,39,19,31,47,190,2.5
3,3,3,3,2,3,2,2,2,4,2,2,2,5,2,2,2,1,2,4,4,3,5,3,3,4,3,2,2,3,2,3,2,2,2,2,2,3,1,3,2,4,1,3,2,1,4,2,3,2,4,1,3,3,2,1,3,4,2,4,4,2,1,2,4,2.5,3,2,1,3,3,3,21,f,bachelor,NA,27,22,34,23,25,32,163,2.5
1,2,2,2,0,3,1,3,2,3,2,3,1,3,2,2,1,3,2,2,4,3,3,2,2,3,4,4,2,3,1,3,1,1,2,1,1,1,2,1,2,2,1,1,1,3,3,1,2,2,3,0,3,3,2,4,2,3,3,1,2,1,2,3,2,1.1666666666666667,1,1,1,1,1,2,30,f,college,4,19,20,31,14,17,28,129,1.1666666666666667
1,3,2,4,3,3,1,3,2,4,1,1,4,3,1,2,1,1,1,1,4,3,3,2,1,2,3,1,3,2,3,0,1,1,0,0,1,3,1,2,2,4,1,1,1,1,3,2,3,4,3,3,1,4,2,4,3,3,2,2,3,4,3,3,3,2,1,1,2,3,2,3,41,m,postgrad,NA,26,15,25,15,22,36,139,2
3,3,3,3,3,5,3,3,4,3,2,2,3,5,2,5,2,2,2,2,5,5,5,4,3,5,5,5,5,3,4,5,3,3,0,1,3,2,4,5,4,4,4,2,3,2,5,3,5,4,5,3,3,5,3,4,2,3,0,1,2,2,1,0,2,2,2,2,2,2,3,1,49,m,college,2.5,33,25,51,29,37,25,200,2
2,3,2,3,1,3,1,3,1,1,2,3,4,2,1,2,1,1,1,0,2,3,4,3,2,3,4,1,3,0,1,2,4,4,3,0,2,1,3,3,4,3,1,2,2,1,3,1,3,3,3,1,1,3,1,2,3,2,1,0,3,0,0,1,3,1.5,2,2,1,1,0,3,23,f,college,NA,20,16,28,27,20,19,130,1.5
3,4,5,1,3,2,2,4,3,3,4,4,3,5,2,1,2,2,3,4,4,4,5,1,2,3,2,5,3,3,2,2,4,5,1,3,4,3,3,2,3,2,2,5,5,5,5,5,2,1,5,1,5,4,4,5,0,0,2,2,5,0,0,4,0,2.1666666666666665,2,1,3,2,2,3,30,f,college,3,30,28,33,30,36,26,183,2.1666666666666665
3,2,3,2,2,3,2,2,3,2,3,3,3,4,3,4,2,2,2,2,4,3,3,3,2,3,2,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,2,2,2,4,3,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2.8333333333333335,2,3,3,3,3,3,23,m,bachelor,4,24,26,32,26,27,29,164,2.8333333333333335
3,3,3,3,4,2,3,3,3,4,2,3,2,3,2,2,1,2,3,1,3,3,3,2,2,3,2,3,4,1,4,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,4,3,3,2,4,2,4,3,2,2,3,2,1,1,2,1,0,3,3,1.5,2,1,1,2,2,1,26,m,college,NA,31,20,31,22,30,23,157,1.5
4,3,4,2,2,3,3,4,3,4,3,4,3,4,1,4,1,1,3,3,5,3,5,1,3,3,4,5,4,1,3,3,2,1,0,1,2,3,3,1,2,4,3,1,3,2,5,2,2,2,5,2,2,4,3,4,3,4,3,3,3,2,3,3,3,2.6666666666666665,2,3,3,2,3,3,45,f,college,4,32,26,39,19,27,38,181,2.6666666666666665
3,4,3,3,3,4,4,3,3,3,3,3,3,5,3,3,2,2,2,3,3,3,3,3,4,4,3,4,5,2,4,3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,3,3,3,3,2,0,1,1,4,1,2,1,2,1,1,2,1,1,1.3333333333333333,1,1,1,1,3,1,33,m,college,4,33,27,39,23,23,18,163,1.3333333333333333
3,3,3,3,3,2,2,3,3,3,2,2,3,4,2,2,3,1,1,2,5,4,5,2,4,4,4,4,3,3,3,3,3,3,0,1,3,1,2,4,3,3,3,2,2,2,4,3,2,3,4,1,2,3,2,1,2,2,1,2,3,2,2,1,4,2.1666666666666665,2,2,3,2,1,3,39,f,bachelor,3,28,19,41,23,26,25,162,2.1666666666666665
3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,1,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1.1666666666666667,1,1,1,1,2,1,45,f,specialist,NA,29,19,32,25,28,25,158,1.1666666666666667
2,2,3,2,2,4,4,2,0,4,2,2,4,4,1,2,1,3,2,2,3,2,3,2,2,4,4,5,4,3,3,2,2,2,1,2,2,2,2,3,2,4,0,2,2,3,2,1,2,1,4,2,1,0,1,4,1,1,2,1,3,0,2,3,3,2.5,3,3,2,4,2,1,42,m,college,2,25,22,34,22,17,21,141,2.5
2,3,2,2,1,3,0,3,3,3,3,3,4,5,2,2,2,2,2,3,3,3,1,4,4,4,3,4,5,1,1,3,3,2,0,0,3,2,3,3,3,3,3,0,1,2,3,0,3,3,2,2,1,3,2,2,2,3,1,2,3,1,2,1,3,2.3333333333333335,1,2,3,3,2,3,41,f,bachelor,4,22,26,35,22,18,25,148,2.3333333333333335
3,2,3,2,3,3,3,4,4,4,4,4,3,4,3,3,1,2,4,4,4,4,4,1,4,4,4,4,4,2,3,4,2,3,3,2,3,3,2,3,3,4,4,3,3,2,4,3,3,3,3,2,3,3,2,2,3,3,2,2,3,1,2,2,3,2,2,1,1,3,2,3,28,f,college,4,31,31,40,28,31,28,189,2
2,3,2,2,2,2,3,2,3,2,3,3,2,4,4,4,1,3,3,3,4,4,1,4,3,3,4,3,3,2,4,3,2,3,3,3,2,3,2,1,2,3,3,2,4,1,3,4,3,2,3,3,2,3,3,2,4,3,2,4,4,4,3,4,3,2.5,2,1,2,3,4,3,26,m,bachelor,NA,23,29,36,24,29,39,180,2.5
3,2,4,2,1,0,4,3,3,3,1,1,3,4,1,2,0,1,1,4,5,3,3,3,2,0,4,3,1,3,1,3,2,1,0,2,3,1,5,1,4,3,2,3,3,1,5,1,2,3,5,1,1,1,0,2,2,0,0,0,1,2,0,0,1,1.5,1,1,1,3,3,0,35,m,college,2,25,18,28,22,26,9,128,1.5
2,2,3,3,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,1,2,2,2,2,3,2,1,2,1,1,1,4,1,1,4,2,1,1,1,4,4,4,4,4,4,4,3,4,4,4,3,1.5,1,1,1,1,2,3,38,m,specialist,4,22,21,27,19,14,46,149,1.5
5,4,5,4,3,5,4,5,5,4,2,3,4,5,0,3,2,0,2,3,5,5,5,1,5,2,5,3,5,2,5,5,2,5,0,0,2,4,5,3,2,5,0,2,3,0,5,5,4,5,5,2,3,5,5,5,5,5,5,3,5,3,5,5,5,0.6666666666666666,0,0,0,0,2,2,18,f,college,4,44,22,46,28,34,56,230,0.6666666666666666
5,3,5,4,3,5,3,5,3,5,5,5,5,5,5,5,0,2,5,5,5,5,5,3,3,3,5,5,4,3,2,3,2,5,0,2,3,3,0,0,5,5,5,2,2,5,5,2,4,0,5,3,3,2,1,0,3,1,5,0,2,1,1,0,4,2.1666666666666665,1,1,2,3,3,3,44,m,school,NA,41,42,43,25,31,20,202,2.1666666666666665
