pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt_score,gt01,gt02,gt03,gt04,gt05,gt06,age,sex,edulvl1,e_dighelp,PR,CO,UT,FA,DE,UN,TAIA,GT
3,3,3,2,3,2,3,2,2,2,2,3,3,4,2,3,2,2,2,3,3,2,3,3,3,2,3,3,2,2,2,3,2,2,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,3,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,2.6666666666666665,3,3,3,3,2,2,34,f,bachelor,5,25,24,29,26,29,32,165,2.6666666666666665
3,3,3,3,2,2,3,3,4,3,3,3,4,2,2,3,3,2,3,2,4,3,2,3,2,3,2,3,3,2,2,4,2,3,3,3,3,2,3,2,2,2,2,3,3,3,3,3,2,3,2,3,3,3,2,1,1,3,3,3,3,1,3,2,2,2.6666666666666665,3,2,3,2,3,3,44,m,postgrad,NA,29,24,31,25,27,27,163,2.6666666666666665
3,3,3,3,1,4,3,4,3,3,3,3,4,4,3,4,1,2,2,3,4,3,4,3,3,4,4,3,3,2,3,4,3,2,3,3,3,4,3,2,3,2,3,3,4,2,4,3,3,3,3,4,2,3,3,3,3,4,2,2,3,4,3,3,3,2.8333333333333335,3,3,3,3,2,3,41,m,specialist,4,30,28,38,28,32,36,192,2.8333333333333335
3,3,3,3,2,3,3,2,3,2,2,2,2,4,2,4,1,1,1,2,5,4,5,4,5,4,5,4,3,4,4,3,4,4,1,2,3,3,3,2,4,4,3,3,3,0,3,3,3,3,3,3,3,2,2,3,3,3,1,2,3,2,2,2,3,2.5,2,3,3,2,2,3,35,f,school,3.3333333333333335,27,20,46,30,30,28,181,2.5
3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,1,4,4,3,4,4,1,4,4,4,4,4,3,1,3,4,2,2,4,1,4,3,1,1,2,1,3,3,3,2,3,3,3,3,3,3,2,4,4,4,4,4,1,4,4,4,4,4,4,2.6666666666666665,3,3,3,3,1,3,42,f,specialist,3,30,29,39,21,29,45,193,2.6666666666666665
4,3,1,0,4,5,5,4,4,4,4,3,4,5,4,3,1,5,4,5,5,5,5,5,3,5,4,5,4,2,2,2,2,0,2,2,4,2,3,2,1,3,3,4,5,2,5,3,3,5,5,3,1,3,3,5,3,4,1,4,4,4,3,4,4,3,2,3,2,4,4,3,27,f,bachelor,3,34,37,45,21,37,42,216,3
3,3,5,3,4,4,3,4,4,3,3,3,4,4,4,4,1,2,3,3,5,5,3,4,4,4,4,4,4,2,4,4,3,2,1,2,3,4,2,2,2,3,4,4,3,0,5,4,4,4,5,4,4,4,4,4,3,4,4,3,4,4,4,3,4,1.1666666666666667,1,1,1,1,0,3,34,m,specialist,3.6666666666666665,36,30,45,24,41,45,221,1.1666666666666667
1,1,1,2,1,3,2,4,3,3,2,1,2,3,2,2,3,1,2,1,4,3,4,3,3,3,3,3,3,1,1,3,3,3,0,0,3,0,1,3,3,4,3,2,2,3,4,0,3,1,4,3,4,3,2,2,2,3,1,1,4,1,2,3,3,1.1666666666666667,1,1,1,1,2,1,39,f,school,3,21,16,33,20,26,27,143,1.1666666666666667
3,3,3,4,0,4,1,3,3,1,4,2,2,5,3,2,0,2,1,1,4,3,3,2,4,3,4,4,3,3,1,3,2,2,3,1,2,2,1,2,2,4,3,1,1,1,4,0,3,1,1,3,1,4,3,4,4,4,4,2,4,2,2,4,4,1,1,1,1,2,0,1,34,f,bachelor,3,25,22,34,21,18,41,161,1
4,3,4,3,3,4,3,4,4,3,3,3,3,4,2,3,1,1,2,2,3,3,3,3,3,3,3,4,4,3,3,4,2,1,2,2,3,3,3,2,2,2,3,3,3,3,4,3,3,3,4,3,1,4,3,3,3,4,4,3,3,4,4,3,3,2.3333333333333335,2,2,3,2,2,3,34,f,specialist,4,35,23,36,22,30,41,187,2.3333333333333335
3,4,4,5,2,4,3,4,4,3,3,2,4,4,2,2,3,1,2,2,4,3,4,3,3,4,2,4,4,2,2,4,1,1,1,2,1,3,2,1,1,1,4,2,3,0,5,2,3,3,5,2,1,4,3,2,3,4,4,4,4,3,3,4,3,2.6666666666666665,2,3,2,3,3,3,40,m,specialist,2.5,36,22,37,14,30,41,180,2.6666666666666665
3,3,1,2,4,4,4,4,4,4,4,3,4,4,4,1,2,1,1,3,4,4,5,4,3,4,4,4,4,2,4,4,2,1,0,1,3,2,2,1,3,2,4,4,4,2,5,3,3,4,5,3,5,3,3,4,3,4,4,3,4,4,3,4,4,0.6666666666666666,1,1,1,1,0,0,36,m,master,4,33,25,44,17,40,43,202,0.6666666666666666
4,2,3,2,0,3,3,4,4,4,2,2,3,3,3,3,2,3,3,2,4,3,3,2,2,4,4,4,4,1,4,2,4,1,4,4,4,4,1,1,1,4,3,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2.8333333333333335,2,3,3,3,3,3,41,f,specialist,NA,29,24,36,28,27,35,179,2.8333333333333335
3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,1,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5,2,1,1,1,1,3,40,m,college,3,29,22,34,28,29,36,178,1.5
2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,3,3,3,3,2,4,3,3,3,2,3,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,3,5,1,2,3,5,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1.8333333333333333,1,2,2,2,1,3,48,f,bachelor,4,20,23,30,18,24,15,130,1.8333333333333333
4,2,2,2,3,4,4,3,4,4,3,3,3,4,3,4,1,2,3,4,4,4,3,4,4,3,4,4,4,3,2,4,3,2,2,2,2,3,1,2,2,2,1,3,2,3,3,1,2,3,2,2,1,4,3,4,3,3,2,2,4,4,3,4,3,3.1666666666666665,3,3,3,3,3,4,37,m,college,4,32,29,40,21,20,39,181,3.1666666666666665
3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,2.1666666666666665,2,2,2,2,2,3,36,m,specialist,NA,27,25,30,21,24,33,160,2.1666666666666665
3,3,4,4,2,3,1,3,3,3,0,2,3,3,0,0,1,0,0,1,4,3,3,4,2,3,2,1,1,1,1,1,2,1,2,0,2,2,2,3,2,2,2,1,0,0,3,2,3,2,3,2,3,2,2,4,3,3,0,0,3,3,3,4,1,0.8333333333333334,0,0,2,1,1,1,38,f,specialist,3,29,9,25,18,21,28,130,0.8333333333333334
4,4,4,4,3,5,4,4,3,3,0,3,3,5,4,4,1,0,3,3,5,5,5,5,4,5,4,5,5,1,4,4,1,2,0,0,3,3,2,4,2,4,3,2,4,1,5,3,4,4,5,3,1,5,4,3,4,4,4,3,4,3,3,4,5,1.8333333333333333,2,2,2,2,0,3,36,f,specialist,4,38,25,51,21,34,46,215,1.8333333333333333
3,3,3,2,3,2,3,3,3,2,4,3,2,5,5,4,2,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,1,3,2,3,3,2,2,2,2,2,2,3,3,4,3,3,3,5,2,2,3,2,3,3,3,2,3,3,2,3,3,3,2,2,3,2,1,2,2,52,m,postgrad,NA,27,32,30,23,29,33,174,2
3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2.8333333333333335,3,3,3,3,3,2,30,f,specialist,3,28,21,32,21,27,36,165,2.8333333333333335
3,4,3,4,2,3,2,2,3,1,2,2,3,3,2,2,2,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,1,3,1,1,3,3,3,3,3,2,2,3,3,3,3,3,1,1,2,1,3,1,3,2.1666666666666665,1,2,2,3,4,1,18,m,school,2,27,21,34,27,24,27,160,2.1666666666666665
2,2,3,3,1,3,3,3,3,1,3,3,4,4,3,4,1,2,3,3,4,3,4,3,4,3,3,4,5,2,2,3,3,2,1,1,2,2,3,2,2,3,3,2,2,3,3,1,3,2,4,2,3,2,3,3,3,3,4,2,2,3,3,2,3,3,4,3,3,3,2,3,48,m,bachelor,4,24,29,38,21,25,33,170,3
3,3,3,3,3,1,3,2,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,2,3,4,3,3,2,2,2,3,2,2,1,2,3,3,3,2,2,3,3,3,2,2,3,3,3,2,4,2,3,4,3,4,4,3,2,3,4,3,2,3,2,1.5,1,1,1,2,1,3,19,m,bachelor,3,26,23,31,23,28,37,168,1.5
4,2,4,3,2,3,3,4,3,3,2,3,3,4,2,3,1,2,3,2,4,3,3,3,3,3,3,3,4,2,3,3,3,3,2,2,3,3,3,2,4,3,3,2,1,1,4,1,3,3,3,3,2,4,1,3,2,3,1,1,3,3,2,3,3,2.8333333333333335,3,3,3,3,2,3,54,f,college,3,31,24,35,28,25,29,172,2.8333333333333335
1,3,1,4,0,1,1,3,1,4,3,4,4,5,4,4,0,2,3,2,5,1,4,3,4,5,2,4,0,2,3,2,3,0,0,3,4,3,2,1,0,4,0,0,4,0,5,3,2,2,4,2,1,4,2,5,0,5,0,1,2,0,4,1,0,2.5,2,2,3,3,4,1,38,f,college,4,19,31,33,20,23,24,150,2.5
2,3,3,2,4,3,3,3,2,4,1,1,3,4,1,0,4,1,0,0,5,5,5,5,5,4,4,2,1,4,5,5,1,2,4,1,2,1,3,5,2,2,3,2,2,1,4,4,1,4,4,3,4,5,3,2,4,3,4,1,5,1,2,5,5,1.1666666666666667,0,0,1,3,1,2,23,m,college,3.3333333333333335,29,11,46,23,31,40,180,1.1666666666666667
3,1,2,2,1,2,2,3,3,1,2,2,1,4,2,4,0,1,2,2,4,4,3,4,3,4,4,2,3,3,2,2,0,4,0,0,2,2,1,1,1,1,2,1,1,3,4,1,4,1,4,1,1,2,2,4,2,2,1,2,2,2,2,1,2,2.6666666666666665,2,2,2,3,3,4,21,f,school,3,20,20,35,12,20,24,131,2.6666666666666665
3,2,3,1,3,2,2,3,3,2,2,2,3,4,2,1,2,1,2,2,4,4,4,1,4,3,4,3,3,3,3,4,3,3,1,0,3,3,2,3,4,5,3,2,2,2,4,3,2,2,4,2,2,3,3,1,2,3,1,3,4,0,2,2,3,1.8333333333333333,2,2,1,1,2,3,60,f,college,3,24,19,37,27,26,27,160,1.8333333333333333
4,2,3,2,3,4,3,3,3,3,3,4,3,3,3,2,1,2,2,3,5,4,5,3,3,5,4,2,5,2,5,5,2,2,2,2,2,3,2,2,2,3,3,2,2,2,5,2,5,3,5,2,2,4,2,4,4,4,2,3,3,0,3,3,4,2.1666666666666665,2,2,3,1,3,2,35,f,school,4,30,25,46,22,31,36,190,2.1666666666666665
3,3,4,1,3,4,4,4,3,4,3,0,4,5,4,1,5,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,0,0,1,1,0,3,1,1,0,4,4,3,0,4,4,4,1,4,4,3,0,3,4,5,3,4,4,1,3,3,3,4,4,2.5,2,2,2,3,3,3,26,f,master,3.6666666666666665,33,29,41,11,27,41,182,2.5
1,1,2,1,4,5,2,4,5,3,4,2,4,4,1,2,1,2,4,1,5,4,5,3,4,5,5,4,4,3,3,5,5,3,1,1,5,3,1,4,4,5,1,4,1,1,0,4,3,4,1,4,3,4,1,0,1,1,1,3,4,2,1,4,1,1.5,1,1,2,3,1,1,37,f,college,3,28,24,47,32,25,23,179,1.5
3,2,3,2,3,3,2,2,3,1,1,2,2,3,1,3,1,2,2,1,3,3,3,4,3,3,3,4,3,1,3,4,1,0,1,1,1,1,1,1,1,1,3,1,1,2,3,3,3,2,1,1,1,1,3,4,4,1,1,3,1,3,1,1,4,1.5,1,1,2,1,2,2,38,f,bachelor,NA,24,17,36,9,19,27,132,1.5
3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,2,2,4,3,2,3,3,2.8333333333333335,2,3,3,3,3,3,62,f,master,3,30,26,33,24,28,33,174,2.8333333333333335
4,3,3,3,3,4,2,4,3,3,1,1,4,4,1,1,1,2,1,1,5,4,4,3,4,3,1,4,4,1,4,4,1,2,1,1,1,2,2,2,1,4,1,0,1,1,4,3,3,1,4,1,1,3,2,3,3,3,1,2,2,2,2,2,2,2.6666666666666665,3,3,3,3,1,3,43,m,college,NA,32,16,40,17,19,27,151,2.6666666666666665
3,1,3,4,0,3,1,3,4,1,1,3,4,5,2,0,1,1,1,0,4,3,4,4,4,4,4,3,3,2,0,5,3,3,0,0,2,0,2,3,1,4,3,1,0,2,4,1,3,4,4,0,2,4,3,3,3,3,4,3,2,0,2,2,2,1.5,1,2,1,1,3,1,34,f,master,4,23,17,38,18,22,31,149,1.5
2,1,2,1,0,3,0,2,1,3,0,1,1,3,0,1,1,2,0,1,4,3,3,1,3,4,3,0,5,2,1,5,2,2,2,0,1,1,1,1,2,2,1,0,0,4,1,0,2,1,2,0,1,3,1,2,1,2,1,0,1,1,2,4,3,0.6666666666666666,1,0,0,1,1,1,34,f,specialist,NA,15,9,32,14,8,21,99,0.6666666666666666
2,3,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,3,2,3,2,1.5,1,2,2,2,1,1,38,m,specialist,NA,24,27,28,26,23,32,160,1.5
2,3,2,2,3,3,3,2,3,3,2,2,3,3,2,3,2,2,2,2,3,2,4,3,3,3,3,3,2,3,3,3,2,2,3,2,2,3,3,5,3,3,2,2,2,2,4,4,4,2,3,2,3,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,28,f,school,NA,26,21,32,28,28,6,141,0
2,3,2,4,2,4,1,3,2,3,2,2,1,3,1,3,1,2,1,3,5,5,4,3,2,4,2,3,3,1,2,3,3,3,1,0,3,0,2,2,3,3,3,0,2,2,4,1,4,3,4,2,2,3,3,2,3,4,2,1,3,2,2,2,3,1.3333333333333333,1,2,2,1,1,1,38,m,bachelor,2.5,26,18,36,20,25,30,155,1.3333333333333333
1,4,0,2,3,3,2,2,2,5,4,4,4,1,1,3,2,2,3,4,3,4,1,3,4,3,5,3,1,0,3,3,3,4,5,3,3,1,1,3,1,3,5,2,3,1,3,4,5,4,2,4,0,2,2,4,4,4,3,5,5,4,2,5,3,1.5,2,1,1,1,3,1,30,m,college,3,24,26,33,27,32,43,185,1.5
3,3,4,3,3,4,3,3,4,3,3,2,3,4,2,4,1,1,1,3,5,5,5,5,3,5,5,5,5,3,4,5,1,0,0,1,2,1,4,0,1,2,3,4,3,1,4,3,3,4,4,3,3,4,4,4,4,4,5,3,4,4,4,4,4,3,3,3,3,3,3,3,34,m,specialist,3.6666666666666665,33,23,52,12,34,48,202,3
3,1,3,2,0,5,3,3,3,1,3,2,3,3,3,2,1,1,1,2,5,5,5,4,4,5,4,5,4,3,1,5,2,0,0,1,2,3,3,2,2,2,3,2,1,2,4,0,3,2,2,3,1,2,2,2,2,3,1,2,2,2,2,2,3,1.6666666666666667,1,1,2,2,3,1,23,f,bachelor,NA,24,20,47,17,21,25,154,1.6666666666666667
2,3,2,2,2,3,3,3,2,2,3,3,2,3,3,2,2,3,3,2,3,3,3,3,3,2,3,3,2,4,3,3,2,2,2,2,2,2,3,3,3,2,3,2,3,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,1.6666666666666667,2,2,2,2,0,2,24,m,bachelor,NA,24,24,31,23,26,34,162,1.6666666666666667
3,3,3,3,2,3,2,3,3,3,4,3,3,3,2,3,2,2,2,3,3,3,3,1,2,4,4,4,3,4,1,4,1,2,1,3,1,1,3,1,1,2,4,2,3,2,4,1,3,3,3,3,3,5,3,3,3,4,4,4,4,3,2,4,4,0.8333333333333334,1,1,1,1,0,1,31,f,college,4,28,25,32,16,29,43,173,0.8333333333333334
3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,1,2,2,2,4,4,5,4,3,4,3,4,5,1,4,4,4,4,0,1,4,4,3,4,4,5,3,2,4,1,4,4,4,4,4,4,4,3,2,3,2,2,1,2,3,2,2,2,3,2.8333333333333335,2,3,3,3,3,3,30,m,specialist,3,38,27,44,33,37,27,206,2.8333333333333335
3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,4,3,4,2,3,2,3,3,3,3,3,3,2,4,1,2,3,3,3,4,3,1,3,3,2,2,4,3,3,3,4,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2.8333333333333335,3,3,3,3,2,3,43,m,college,3,31,28,33,26,31,32,181,2.8333333333333335
3,3,4,4,3,3,3,3,3,3,2,3,3,4,2,4,0,2,2,1,5,4,5,5,4,4,4,3,4,2,5,3,2,1,1,1,2,2,3,2,2,2,3,3,3,1,5,3,3,3,4,2,1,3,3,4,2,3,3,2,3,3,3,3,3,1.8333333333333333,2,2,2,2,1,2,39,m,specialist,3.6666666666666665,32,23,46,18,30,35,184,1.8333333333333333
2,2,2,3,1,3,1,1,1,0,2,2,3,5,2,3,1,2,3,3,3,3,3,3,0,2,3,2,5,3,3,2,2,4,1,0,2,1,2,3,3,3,2,0,1,3,3,1,2,3,3,1,1,4,3,3,3,3,4,2,4,4,3,4,4,2.6666666666666665,3,3,4,2,1,3,36,m,master,3,16,25,29,21,17,41,149,2.6666666666666665
4,1,5,3,3,1,4,5,5,4,4,4,4,4,3,1,0,1,4,1,5,5,5,5,1,3,5,5,4,0,4,5,4,5,0,1,4,4,4,4,5,5,1,2,1,0,4,3,3,4,5,4,4,3,0,1,1,2,5,0,1,1,0,0,0,2.3333333333333335,3,3,3,3,0,2,57,m,specialist,5,35,26,47,36,31,14,189,2.3333333333333335
1,1,3,2,1,3,1,3,2,2,1,1,3,4,1,2,4,1,1,1,4,4,4,3,4,4,2,4,3,1,1,4,1,2,1,1,2,2,2,2,2,2,3,1,0,1,4,1,3,2,4,1,2,4,5,5,4,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,19,f,bachelor,3,19,15,37,17,21,58,167,0
4,4,3,3,2,4,4,3,3,4,5,2,1,3,5,5,1,2,4,4,4,4,3,2,4,3,4,5,5,1,3,4,1,1,1,4,4,4,0,2,0,1,5,3,4,1,1,5,2,4,1,4,0,4,4,4,4,3,2,4,4,3,4,3,4,0.8333333333333334,2,1,1,1,0,0,18,m,college,NA,34,31,41,18,29,43,196,0.8333333333333334
3,3,3,4,1,5,2,3,3,2,3,1,3,5,2,4,2,2,1,1,5,4,4,4,4,4,3,4,3,1,1,3,1,1,0,1,2,1,3,2,0,1,3,1,1,2,5,1,3,3,4,2,2,4,2,3,3,4,3,3,3,4,2,3,4,2.3333333333333335,2,3,3,3,2,1,34,m,master,3,29,22,39,12,25,38,165,2.3333333333333335
3,4,4,4,4,4,3,3,3,2,1,2,1,4,1,2,1,1,1,2,3,4,5,4,3,3,3,4,4,1,4,3,4,4,1,2,4,3,4,4,4,4,2,3,1,1,1,3,2,4,4,2,3,3,2,1,2,3,2,2,2,2,2,2,2,2.5,3,3,3,2,1,3,34,m,bachelor,4,34,15,40,34,25,25,173,2.5
3,3,3,3,4,4,3,3,3,2,3,2,3,4,2,2,2,2,2,2,3,3,3,3,3,4,3,3,3,2,4,3,3,3,2,2,3,3,3,3,4,3,3,3,2,1,3,3,4,3,3,3,2,2,3,1,2,3,1,1,2,3,1,3,3,2.1666666666666665,2,2,3,2,1,3,45,m,specialist,2,31,22,35,29,29,25,171,2.1666666666666665
4,1,3,3,3,4,3,3,4,4,1,1,0,1,3,2,1,2,1,4,5,5,3,4,2,3,5,2,4,2,3,5,1,2,2,1,0,1,3,2,2,1,3,3,3,3,5,2,2,3,4,3,2,1,1,5,3,3,1,1,1,1,3,0,3,2.1666666666666665,1,3,4,0,4,1,31,m,school,3.5,32,15,41,15,30,23,156,2.1666666666666665
2,3,2,3,2,3,3,3,3,3,1,1,3,3,1,3,2,3,1,3,4,3,3,3,2,3,3,3,3,3,3,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,3,2,2,1,3,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1.1666666666666667,1,1,1,1,2,1,35,f,specialist,3,27,19,33,15,16,3,113,1.1666666666666667
1,2,1,2,1,3,1,4,2,1,2,1,3,4,1,2,1,2,1,2,3,4,3,4,1,4,4,4,4,0,1,4,1,2,1,0,1,2,3,3,1,3,1,1,1,3,5,1,3,3,4,3,2,2,1,3,1,1,1,1,1,2,1,1,3,1.1666666666666667,1,1,1,1,0,3,35,m,college,3.5,18,18,36,17,24,18,131,1.1666666666666667
3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,2,2,4,3,2,3,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1.3333333333333333,1,1,1,2,3,0,36,f,college,NA,28,27,32,26,31,35,179,1.3333333333333333
2,1,2,4,0,0,0,0,3,1,0,4,0,4,0,0,1,0,0,2,0,0,2,2,0,0,1,1,0,0,2,0,4,5,0,0,3,2,0,5,4,5,0,0,0,4,0,0,1,0,5,0,1,5,3,1,3,4,2,2,4,5,3,3,4,1.5,0,0,1,3,2,3,31,m,specialist,NA,13,10,8,28,7,39,105,1.5
2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,1,2,2,2,3,3,3,2,1,2,2,3,0,2,2,1,1,1,1,1,1,1,2,2,3,2,2,1,2,3,2,1,2,2,3,0,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,47,m,college,0,21,20,22,15,17,23,118,1
2,3,2,2,2,2,2,3,2,2,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,2,2,1,2,3,1,1,1,1,1,4,2,1,1,2.3333333333333335,2,2,3,2,2,3,47,f,specialist,4,22,24,32,21,23,19,141,2.3333333333333335
3,3,3,4,0,1,1,3,1,2,1,2,2,3,1,3,2,1,1,1,4,4,4,3,0,3,1,2,2,0,1,1,2,1,1,1,1,1,2,1,0,0,0,1,2,2,5,0,3,2,5,0,2,4,4,5,4,4,4,3,4,4,4,4,4,1.8333333333333333,1,2,3,2,1,2,44,m,college,4,21,15,25,10,20,48,139,1.8333333333333333
3,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,4,3,3,3,3,3,4,4,2,2,3,2,1,1,1,2,2,1,2,3,2,3,3,1,2,4,2,2,3,5,2,2,3,3,4,3,3,4,1,3,2,4,2,3,2.3333333333333335,3,3,3,3,0,2,22,f,specialist,3,27,21,35,17,27,35,162,2.3333333333333335
4,3,4,3,1,4,3,4,3,3,3,3,3,4,1,2,3,1,2,2,3,5,5,5,4,5,4,4,3,1,3,4,3,3,1,2,1,4,4,4,3,0,1,3,3,1,5,1,4,3,5,3,4,4,4,4,3,3,3,4,3,3,3,4,4,2.3333333333333335,3,2,2,1,3,3,35,f,bachelor,4,32,21,45,25,32,42,197,2.3333333333333335
3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,30,f,specialist,NA,28,27,32,26,28,35,176,2
3,3,3,3,5,4,2,4,3,4,3,3,4,4,3,3,1,2,3,3,5,4,4,4,5,4,3,4,2,1,5,3,3,2,1,1,4,3,2,2,2,3,3,0,0,2,4,4,4,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2.6666666666666665,3,3,3,3,1,3,33,m,college,3,34,28,43,23,25,48,201,2.6666666666666665
5,5,0,0,5,5,5,5,5,5,1,5,5,5,5,5,0,0,5,5,5,5,5,3,5,5,5,5,5,0,5,5,2,0,0,0,0,5,0,0,0,0,0,5,0,0,5,2,5,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,1.3333333333333333,1,1,1,1,0,4,28,m,bachelor,3.5,40,36,53,7,22,60,218,1.3333333333333333
3,2,2,2,2,3,3,3,3,3,3,3,4,5,3,3,2,2,3,2,5,4,4,4,5,4,4,4,4,2,2,4,4,4,1,2,3,3,3,4,3,4,3,3,3,2,4,2,4,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1.1666666666666667,1,2,1,1,1,1,54,m,college,3,26,28,44,31,33,14,176,1.1666666666666667
0,0,2,0,0,3,0,0,1,1,1,0,0,3,1,0,2,2,0,0,5,4,4,4,3,3,2,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,1,0,0,0,3,4,3,4,3,3,3,0,0,4,1,3,2.6666666666666665,3,3,3,3,1,3,27,m,bachelor,NA,7,7,30,1,3,31,79,2.6666666666666665
4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,1,1,3,3,4,4,5,3,5,3,4,4,3,2,4,4,4,2,2,2,4,3,2,2,3,4,3,4,4,1,5,4,3,4,5,3,3,4,3,4,3,3,5,3,3,4,3,3,3,2.5,2,3,2,2,4,2,32,m,specialist,5,39,30,43,28,38,41,219,2.5
3,3,3,3,1,4,4,3,3,3,3,3,2,4,2,3,1,3,2,3,4,4,3,4,4,4,5,3,4,2,1,3,4,1,1,3,3,2,3,2,1,4,4,2,2,1,4,2,4,4,3,3,3,4,4,4,4,4,3,4,4,2,4,3,4,1.3333333333333333,1,1,1,3,1,1,32,f,specialist,NA,30,25,39,24,31,44,193,1.3333333333333333
4,3,3,3,3,4,3,4,4,3,2,2,3,4,2,1,2,2,2,2,5,4,4,4,2,4,4,4,3,3,4,3,3,3,1,2,3,3,3,3,2,2,3,2,1,2,3,2,3,3,3,3,3,1,1,4,2,2,1,1,2,2,1,2,2,3,3,3,3,2,4,3,32,f,bachelor,NA,34,20,41,25,26,21,167,3
4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,1,3,4,4,5,5,5,4,4,4,5,4,4,2,4,4,4,2,3,3,3,4,4,2,2,3,4,4,4,2,5,4,4,4,5,4,4,3,3,2,3,3,3,3,3,3,3,3,3,0.6666666666666666,0,0,0,0,4,0,52,m,specialist,4,39,36,48,30,42,35,230,0.6666666666666666
3,4,2,3,1,3,2,2,3,2,2,2,3,3,1,2,1,1,1,3,5,4,4,4,4,5,2,3,5,1,2,4,3,4,2,1,3,2,2,2,3,4,3,2,1,2,4,1,3,2,4,2,2,3,3,0,1,3,1,1,3,1,1,3,3,3,2,3,3,3,3,4,42,f,specialist,NA,25,18,42,26,24,23,158,3
